#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:30:15
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10323

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table3:
#Name: VII/235/table3
#Title:	Active galaxies (fainter than -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
     110	099.82	-59.58	001.3958	 +1.2158	*	SDSS J00055+0112 	00 05 35.0	+01 12 57	O	      	   2	     	    	 	 0.186	S1  	 	20.25	     	     	-20.1	    	    	   2
     111	098.54	-61.25	001.4042	 -0.5714	*	SDSS J00056-0034 	00 05 37.0	-00 34 17	O	      	   2	     	    	 	 0.118	S1  	 	19.39	     	     	-19.9	    	    	   2
     112	099.24	-60.39	001.4071	 +0.3600	*	SDSS J00056+0021 	00 05 37.7	+00 21 36	O	      	   2	     	    	 	 0.094	S1  	 	19.93	     	     	-18.9	    	    	   2
     113	320.71	-65.41	001.4292	-50.1153	*	RXS J00057-5007  	00 05 43.0	-50 06 55	O	      	    	     	    	 	 0.033	S1  	 	14.00	     	     	-22.5	    	    	 582
     114	099.15	-60.58	001.4317	 +0.1667	*	SDSS J00057+0009 	00 05 43.6	+00 10 00	O	      	   2	     	    	 	 0.139	S1  	 	20.17	     	     	-19.5	    	    	   2
     115	104.97	-50.90	001.4563	+10.3769	*	RXS J00058+1022  	00 05 49.5	+10 22 37	O	      	    	     	    	 	 0.095	S1  	 	16.70	     	     	-22.1	    	    	2206
     116	099.10	-60.71	001.4604	 +0.0344	*	SDSS J00058+0002 	00 05 50.5	+00 02 04	O	      	   2	     	    	 	 0.166	S1  	 	20.35	     	     	-19.7	    	    	   2
     117	013.88	-79.58	001.4617	-30.0672	*	2QZ J000550-3004 	00 05 50.8	-30 04 02	O	      	    	     	    	 	 0.527	S1  	*	20.49	     	-0.91	-22.1	    	 487	 487
     118	024.71	-79.87	001.4742	-28.1169	*	2QZ J000553-2807 	00 05 53.8	-28 07 01	O	      	    	     	    	 	 0.355	S1  	*	20.39	     	-0.73	-21.4	    	 487	 487
     119	098.21	-61.87	001.4829	 -1.2028	*	SDSS J00059-0112 	00 05 55.9	-01 12 10	O	      	   2	     	    	 	 0.110	S1  	 	19.89	     	     	-19.2	    	    	   2
     120	113.21	-23.67	001.4879	+38.3372	 	S4 0003+38       	00 05 57.1	+38 20 14	O	 0.568	 778	 0.61	1532	 	 0.229	S   	 	19.90	     	     	-20.9	1014	    	1940
     121	099.48	-60.31	001.4883	 +0.4772	*	PB 5725          	00 05 57.2	+00 28 38	O	      	    	     	    	 	 0.259	    	 	18.10	     	     	-22.9	    	    	 892
     122	113.21	-23.67	001.4921	+38.3375	 	S4 0003+38       	00 05 58.1	+38 20 15	O	 0.504	1532	 0.61	1532	 	 0.229	    	 	19.40	     	     	-21.4	1014	    	1940
     123	004.70	-79.08	001.5296	-31.8344	*	2QZ J000607-3150 	00 06 07.1	-31 50 04	O	      	    	     	    	 	 0.536	S1  	*	20.65	     	-0.64	-22.0	    	 489	 489
     124	098.69	-61.43	001.5354	 -0.7100	*	SDSS J00061-0042 	00 06 08.5	-00 42 36	O	      	   2	     	    	 	 0.253	S1  	 	20.66	     	     	-20.3	    	    	   2
     125	088.14	-70.22	001.5367	-10.4756	*	SDSS J00061-1028 	00 06 08.8	-10 28 32	O	      	   2	     	    	 	 0.077	S1  	 	19.01	     	     	-19.3	    	    	   2
     126	098.40	-61.85	001.5596	 -1.1461	*	SDSS J00062-0108 	00 06 14.3	-01 08 46	O	      	   1	     	    	 	 0.090	S1  	 	18.51	     	     	-20.2	    	    	   1
     127	099.81	-60.07	001.5621	 +0.7564	*	SDSS J00062+0045 	00 06 14.9	+00 45 23	O	      	   2	     	    	 	 0.128	S1  	 	19.63	     	     	-19.8	    	    	   2
     128	090.25	-69.01	001.5621	 -9.0544	*	SDSS J00062-0903 	00 06 14.9	-09 03 16	O	      	   2	     	    	 	 0.430	S1  	 	19.81	     	     	-22.3	    	    	   2
     129	100.12	-59.66	001.5625	 +1.1914	*	SDSS J00062+0111 	00 06 15.0	+01 11 29	O	      	   1	     	    	 	 0.114	S1  	 	19.26	     	     	-20.0	    	    	   1
     130	098.56	-61.69	001.5700	 -0.9706	*	SDSS J00062-0058 	00 06 16.8	-00 58 14	O	      	   2	     	    	 	 0.105	S1  	 	19.80	     	     	-19.2	    	    	   2
     131	108.76	-41.42	001.5813	+20.2031	 	MARK  335        	00 06 19.5	+20 12 11	O	 0.003	 597	     	 636	 	 0.025	S1.2	 	13.85	 0.34	-0.75	-21.7	1277	  10	 243
     132	099.64	-60.38	001.5908	 +0.4358	*	SDSS J00063+0026 	00 06 21.8	+00 26 09	O	      	   2	     	    	 	 0.094	S1  	 	19.75	     	     	-19.0	    	    	   2
     133	098.81	-61.46	001.5975	 -0.7172	*	SDSS J00063-0043 	00 06 23.4	-00 43 02	O	      	   2	     	    	 	 0.110	S1  	 	20.23	     	     	-18.9	    	    	   2
     134	100.06	-59.87	001.6042	 +0.9914	*	SDSS J00064+0059 	00 06 25.0	+00 59 29	O	      	   2	     	    	 	 0.178	S1  	 	20.25	     	     	-20.0	    	    	   2
     135	098.57	-61.86	001.6413	 -1.1289	*	SDSS J00065-0107 	00 06 33.9	-01 07 44	O	      	   2	     	    	 	 0.114	S1  	 	19.82	     	     	-19.4	    	    	   2
     136	087.52	-70.77	001.6450	-11.0453	*	SDSS J00065-1102 	00 06 34.8	-11 02 43	O	      	   1	     	    	 	 0.228	S1  	 	19.95	     	     	-20.8	    	    	   1
     137	099.35	-60.92	001.6475	 -0.1164	*	SDSS J00065-0007 	00 06 35.4	-00 06 59	O	      	   2	     	    	 	 0.077	S1  	 	19.25	     	     	-19.1	    	    	   2
     138	099.05	-61.32	001.6571	 -0.5444	*	SDSS J00066-0032 	00 06 37.7	-00 32 40	O	      	   2	     	    	 	 0.091	S1  	 	19.85	     	     	-18.9	    	    	   2
     139	099.87	-60.28	001.6637	 +0.5694	*	SDSS J00066+0034 	00 06 39.3	+00 34 10	O	      	   2	     	    	 	 0.062	S1  	 	19.86	     	     	-18.0	    	    	   2
     140	099.66	-60.60	001.6762	 +0.2389	*	SDSS J00067+0014 	00 06 42.3	+00 14 20	O	      	   1	     	    	 	 0.188	S1  	 	19.47	     	     	-20.9	    	    	   1
     141	007.87	-79.45	001.6892	-31.1497	*	2QZ J000645-3108 	00 06 45.4	-31 08 59	O	      	    	     	    	 	 0.737	S1  	*	20.84	     	-1.49	-22.6	    	 487	 487
     142	101.25	-58.45	001.7004	 +2.5325	*	Q 0004+0215      	00 06 48.1	+02 31 57	 	      	    	     	    	 	 0.148	    	R	21.02	     	     	-18.2	1795	    	1795
     143	028.56	-80.09	001.7117	-27.4419	*	2QZ J000650-2726 	00 06 50.8	-27 26 31	O	      	    	     	    	 	 0.392	S1  	*	20.76	     	-0.82	-21.2	    	 487	 487
     144	100.35	-59.77	001.7125	 +1.1278	*	SDSS J00068+0107 	00 06 51.0	+01 07 40	O	      	   2	     	    	 	 0.176	S1  	 	19.59	     	     	-20.6	    	    	   2
     145	100.21	-60.04	001.7375	 +0.8572	*	SDSS J00069+0051 	00 06 57.0	+00 51 26	O	      	   2	     	    	 	 0.074	S1  	 	19.27	     	     	-19.0	    	    	   2
     146	099.24	-61.39	001.7667	 -0.5797	*	SDSS J00070-0034 	00 07 04.0	-00 34 47	O	      	   2	     	    	 	 0.121	S1  	 	19.43	     	     	-19.9	    	    	   2
     147	098.88	-61.85	001.7737	 -1.0711	*	SDSS J00070-0104 	00 07 05.7	-01 04 16	O	      	   2	     	    	 	 0.288	S1  	 	20.37	     	     	-20.9	    	    	   2
     148	091.04	-68.93	001.7775	 -8.8475	*	SDSS J00071-0850 	00 07 06.6	-08 50 51	O	      	   2	     	    	 	 0.036	S1  	 	18.78	     	     	-17.9	    	    	   2
     149	099.93	-60.59	001.7954	 +0.2883	*	SDSS J00071+0017 	00 07 10.9	+00 17 18	O	      	   2	     	    	 	 0.113	S1  	 	20.05	     	     	-19.1	    	    	   2
     150	014.74	-79.92	001.8058	-29.8408	*	2QZ J000713-2950 	00 07 13.4	-29 50 27	O	      	    	     	    	 	 0.520	S1  	*	20.39	     	-1.21	-22.2	    	 487	 487
     151	099.74	-60.89	001.8154	 -0.0211	*	SDSS J00072-0001 	00 07 15.7	-00 01 16	O	      	   2	     	    	 	 0.065	S1  	 	20.09	     	     	-17.9	    	    	   2
     152	099.57	-61.19	001.8442	 -0.3358	*	SDSS J00073-0020 	00 07 22.6	-00 20 09	O	      	   2	     	    	 	 0.076	S1  	 	19.90	     	     	-18.4	    	    	   2
     153	099.64	-61.13	001.8521	 -0.2653	*	SDSS J00074-0015 	00 07 24.5	-00 15 55	O	      	   2	     	    	 	 0.105	S1  	 	19.57	     	     	-19.5	    	    	   2
     154	099.21	-61.74	001.8750	 -0.9075	*	SDSS J00074-0054 	00 07 30.0	-00 54 27	O	      	   1	     	    	 	 0.145	S1  	 	19.64	     	     	-20.1	    	    	   1
     155	099.25	-61.72	001.8883	 -0.8775	*	SDSS J00075-0052 	00 07 33.2	-00 52 39	O	      	   2	     	    	 	 0.101	S1  	 	19.29	     	     	-19.7	    	    	   2
     156	090.90	-69.29	001.9046	 -9.1872	*	SDSS J00076-0911 	00 07 37.1	-09 11 14	O	      	   2	     	    	 	 0.207	S1  	 	20.08	     	     	-20.5	    	    	   2
     157	100.52	-60.14	001.9125	 +0.8156	 	SDSS J00076+0048 	00 07 39.0	+00 48 56	O	 0.001	   2	     	    	 	 0.093	S1  	 	19.79	     	     	-19.0	    	    	   2
     158	100.79	-59.93	001.9712	 +1.0539	*	SDSS J00078+0103 	00 07 53.1	+01 03 14	O	      	   2	     	    	 	 0.128	S1  	 	19.75	     	     	-19.7	    	    	   2
     159	100.89	-59.81	001.9804	 +1.1833	*	SDSS J00079+0110 	00 07 55.3	+01 11 00	O	      	   2	     	    	 	 0.129	S1  	 	20.20	     	     	-19.3	    	    	   2
     160	100.08	-60.94	001.9846	 -0.0094	*	SDSS J00079-0000 	00 07 56.3	-00 00 34	O	      	   2	     	    	 	 0.102	S1  	 	19.13	     	     	-19.8	    	    	   2
     161	099.35	-61.87	001.9846	 -1.0017	*	SDSS J00079-0100 	00 07 56.3	-01 00 06	O	      	   2	     	    	 	 0.075	S1  	 	19.60	     	     	-18.7	    	    	   2
     162	100.85	-59.92	001.9996	 +1.0731	*	SDSS J00079+0104 	00 07 59.9	+01 04 23	O	      	   1	     	    	 	 0.128	S1  	 	19.13	     	     	-20.3	    	    	   1
     163	099.04	-62.33	002.0171	 -1.4878	 	FIRST J00080-0129	00 08 04.1	-01 29 16	R	      	 165	     	    	 	 0.313	S2  	 	19.93	     	     	-21.5	    	    	 165
     164	107.56	-46.73	002.0242	+14.8392	*	Zw 433.025       	00 08 05.8	+14 50 21	O	      	    	     	    	 	 0.045	S1  	 	15.70	     	     	-21.5	    	    	1581
     165	100.01	-61.19	002.0408	 -0.2544	*	SDSS J00081-0015 	00 08 09.8	-00 15 16	O	      	   2	     	    	 	 0.190	S1  	 	20.40	     	     	-19.9	    	    	   2
     166	101.23	-59.51	002.0446	 +1.5247	*	Q 0005+012       	00 08 10.7	+01 31 29	 	      	    	     	    	*	 0.320	    	 	19.00	     	     	-22.5	2355	    	2355
     167	099.52	-61.86	002.0550	 -0.9644	 	RXS J00082-0057  	00 08 13.2	-00 57 52	O	      	 278	     	    	 	 0.139	S1  	 	18.50	     	     	-21.2	    	    	 278
     168	100.11	-61.11	002.0592	 -0.1639	*	SDSS J00082-0009 	00 08 14.2	-00 09 50	O	      	   2	     	    	 	 0.079	S1  	 	19.27	     	     	-19.1	    	    	   2
     169	089.02	-70.74	002.0646	-10.7722	*	SDSS J00082-1046 	00 08 15.5	-10 46 20	O	      	   1	     	    	 	 0.199	S1  	 	19.87	     	     	-20.6	    	    	   1
     170	100.71	-60.35	002.0775	 +0.6464	*	SDSS J00083+0038 	00 08 18.6	+00 38 47	O	      	   2	     	    	 	 0.113	S1  	 	19.46	     	     	-19.7	    	    	   2
     171	114.16	-21.50	002.0854	+40.6322	*	NPM1G+40.0002    	00 08 20.5	+40 37 56	O	      	    	     	    	 	 0.044	S2  	 	16.80	     	     	-20.3	    	    	 110
     172	101.03	-59.97	002.0987	 +1.0561	*	SDSS J00083+0103 	00 08 23.7	+01 03 22	O	      	   2	     	    	 	 0.055	S1  	 	18.47	     	     	-19.1	    	    	   2
     173	100.34	-60.98	002.1158	 -0.0047	*	SDSS J00084-0000 	00 08 27.8	-00 00 17	O	      	   2	     	    	 	 0.158	S1  	 	18.85	     	     	-21.1	    	    	   2
     174	100.26	-61.09	002.1183	 -0.1247	*	SDSS J00084-0007 	00 08 28.4	-00 07 29	O	      	   2	     	    	 	 0.158	S1  	 	20.19	     	     	-19.7	    	    	   2
     175	100.98	-60.15	002.1333	 +0.8825	*	SDSS J00085+0052 	00 08 32.0	+00 52 57	O	      	   1	     	    	 	 0.257	S1  	 	20.75	     	     	-20.3	    	    	   1
     176	100.76	-60.48	002.1450	 +0.5322	*	PB 5760          	00 08 34.8	+00 31 56	O	      	    	     	    	 	 0.263	S1n 	O	18.20	     	     	-22.9	    	    	2241
     177	028.73	-80.48	002.1542	-27.4181	*	2QZ J000836-2725 	00 08 37.0	-27 25 05	O	      	    	     	    	 	 0.592	S1  	*	20.29	     	-1.04	-22.6	    	 487	 487
     178	109.65	-41.00	002.1704	+20.7667	*	CRSS 0008.6+2046 	00 08 40.9	+20 46 00	O	      	    	     	    	 	 0.752	    	 	20.70	     	     	-22.7	    	    	 260
     179	099.93	-61.68	002.1758	 -0.7353	*	SDSS J00087-0044 	00 08 42.2	-00 44 07	O	      	   2	     	    	 	 0.154	S1  	 	19.77	     	     	-20.1	    	    	   2
     180	100.27	-61.26	002.1833	 -0.2792	*	SDSS J00087-0016 	00 08 44.0	-00 16 45	O	      	   2	     	    	 	 0.148	S1  	 	20.83	     	     	-19.0	    	    	   2
     181	027.98	-80.52	002.1892	-27.5425	*	2QZ J000845-2732 	00 08 45.4	-27 32 33	O	      	    	     	    	 	 0.669	S1  	*	20.38	     	-0.47	-22.8	    	 487	 487
     182	323.24	-68.59	002.1917	-46.8197	*	CTS C16.08       	00 08 46.0	-46 49 11	O	      	    	     	    	 	 0.071	S1.0	 	17.00	     	     	-21.2	1327	    	1325
     183	091.52	-69.48	002.1921	 -9.2556	*	SDSS J00087-0915 	00 08 46.1	-09 15 20	O	      	   2	     	    	 	 0.201	S1  	 	19.27	     	     	-21.2	    	    	   2
     184	091.89	-69.24	002.1979	 -8.9847	*	SDSS J00087-0859 	00 08 47.5	-08 59 05	O	      	   2	     	    	 	 0.027	S1  	 	18.33	     	     	-17.7	    	    	   2
     185	101.24	-60.03	002.2167	 +1.0394	*	SDSS J00088+0102 	00 08 52.0	+01 02 22	O	      	   2	     	    	 	 0.286	S1  	 	20.56	     	     	-20.7	    	    	   2
     186	014.92	-80.29	002.2183	-29.7272	*	2QZ J000852-2943 	00 08 52.4	-29 43 38	O	      	    	     	    	 	 0.060	S1  	*	20.29	     	-0.38	-17.5	    	 487	 487
     187	101.42	-59.86	002.2467	 +1.2308	*	SDSSp J00089+0113	00 08 59.2	+01 13 51	O	      	1802	     	    	 	 0.287	    	 	18.77	     	     	-22.5	    	    	1802
     188	099.88	-61.97	002.2529	 -1.0128	*	SDSS J00090-0100 	00 09 00.7	-01 00 46	O	      	   2	     	    	 	 0.039	S1  	 	18.40	     	     	-18.5	    	    	   2
     189	021.76	-80.53	002.2675	-28.5639	*	2QZ J000904-2833 	00 09 04.2	-28 33 50	O	      	    	     	    	 	 0.751	S1  	*	20.81	     	-1.60	-22.6	    	 487	 487
     190	089.84	-70.67	002.2687	-10.5744	*	PHL 2680         	00 09 04.5	-10 34 28	O	      	   1	     	    	 	 0.241	S1  	 	17.95	     	     	-22.9	1587	    	1587
     191	107.78	-47.16	002.2808	+14.4639	*	IRAS 00065+1411  	00 09 07.4	+14 27 50	 	      	    	     	    	 	 0.040	S2  	 	     	     	     	     	    	    	1612
     192	100.54	-61.20	002.2817	 -0.1792	*	SDSS J00091-0010 	00 09 07.6	-00 10 45	O	      	   2	     	    	 	 0.248	S1  	 	20.69	     	     	-20.3	    	    	   2
     193	100.66	-61.07	002.2950	 -0.0367	*	SDSS J00091-0002 	00 09 10.8	-00 02 12	O	      	   2	     	    	 	 0.106	S1  	 	19.84	     	     	-19.2	    	    	   2
     194	100.56	-61.22	002.2996	 -0.1925	*	SDSS J00091-0011 	00 09 11.9	-00 11 33	O	      	   2	     	    	 	 0.077	S1  	 	19.90	     	     	-18.4	    	    	   2
     195	100.93	-60.74	002.3067	 +0.3172	*	SDSS J00092+0019 	00 09 13.6	+00 19 02	O	      	   2	     	    	 	 0.063	S1  	 	19.15	     	     	-18.8	    	    	   2
     196	101.46	-60.00	002.3092	 +1.1039	*	SDSS J00092+0106 	00 09 14.2	+01 06 14	O	      	   2	     	    	 	 0.199	S1  	 	19.81	     	     	-20.6	    	    	   2
     197	029.90	-80.62	002.3108	-27.2297	*	2QZ J000914-2713 	00 09 14.6	-27 13 47	O	      	    	     	    	 	 0.401	S1  	*	19.47	     	-1.16	-22.5	    	 487	 487
     198	110.87	-37.25	002.3133	+24.6272	*	RXS J00092+2437  	00 09 15.2	+24 37 38	O	      	    	     	    	 	 0.118	    	 	17.60	     	     	-21.7	    	    	2206
     199	099.86	-62.20	002.3267	 -1.2278	*	SDSS J00093-0113 	00 09 18.4	-01 13 40	O	      	   2	     	    	 	 0.113	S1  	 	19.97	     	     	-19.2	    	    	   2
     200	100.67	-61.18	002.3392	 -0.1414	*	SDSS J00093-0008 	00 09 21.4	-00 08 29	O	      	   2	     	    	 	 0.092	S1  	 	19.60	     	     	-19.1	    	    	   2
     201	106.50	-50.68	002.3454	+10.8433	*	1WGA J0009.3+1051	00 09 22.9	+10 50 36	O	      	    	     	    	 	 0.349	    	R	18.70	     	     	-22.5	1320	    	1320
     202	101.04	-60.75	002.3600	 +0.3253	*	SDSS J00094+0019 	00 09 26.4	+00 19 31	O	      	   1	     	    	 	 0.114	S1  	 	20.12	     	     	-19.1	    	    	   1
     203	089.23	-71.20	002.3621	-11.1344	 	SDSS J00094-1108 	00 09 26.9	-11 08 04	O	      	   1	     	    	 	 0.423	S1  	 	19.52	     	     	-22.6	    	    	   1
     204	029.58	-80.68	002.3817	-27.2836	*	2QZ J000931-2717 	00 09 31.6	-27 17 01	O	      	    	     	    	 	 0.449	S1  	*	20.64	     	-1.00	-21.6	    	 487	 487
     205	100.22	-61.94	002.3912	 -0.9242	*	SDSS J00095-0055 	00 09 33.9	-00 55 27	O	      	   2	     	    	 	 0.116	S1  	 	19.82	     	     	-19.4	    	    	   2
     206	101.14	-60.74	002.4046	 +0.3483	*	SDSS J00096+0020 	00 09 37.1	+00 20 54	O	      	   2	     	    	 	 0.063	S1  	 	19.33	     	     	-18.6	    	    	   2
     207	100.54	-61.58	002.4146	 -0.5403	*	SDSS J00096-0032 	00 09 39.5	-00 32 25	O	      	   2	     	    	 	 0.041	S1  	 	19.39	     	     	-17.6	    	    	   2
     208	099.26	-63.18	002.4150	 -2.2439	 	MS 00071-0231    	00 09 39.6	-02 14 38	O	 0.001	1960	     	    	 	 0.087	S1  	 	16.33	     	     	-22.3	1235	    	1960
     209	102.57	-58.64	002.4158	 +2.5717	*	Q 0007+0217      	00 09 39.8	+02 34 18	 	      	    	     	    	 	 0.038	    	R	20.06	     	     	-16.2	1795	    	1795
     210	029.17	-80.73	002.4292	-27.3514	*	2QZ J000942-2721 	00 09 43.0	-27 21 05	O	      	    	     	    	 	 0.452	S1  	*	20.31	     	-0.68	-22.0	    	 487	 487
     211	101.61	-60.14	002.4296	 +0.9906	*	SDSS J00097+0059 	00 09 43.1	+00 59 26	O	      	   2	     	    	 	 0.060	S1  	 	20.07	     	     	-17.7	    	    	   2
     212	101.36	-60.53	002.4379	 +0.5828	*	SDSS J00097+0034 	00 09 45.1	+00 34 58	O	      	   2	     	    	 	 0.168	S1  	 	20.28	     	     	-19.8	    	    	   2
     213	089.63	-71.16	002.4533	-11.0353	*	SDSS J00098-1102 	00 09 48.8	-11 02 07	O	      	   2	     	    	 	 0.211	S1  	 	19.64	     	     	-20.9	    	    	   2
     214	012.49	-80.41	002.4600	-30.0933	*	2QZ J000950-3005 	00 09 50.4	-30 05 36	O	      	    	     	    	 	 0.259	S1  	*	19.50	     	-1.36	-21.5	    	 489	 489
     215	100.81	-61.37	002.4658	 -0.2958	*	SDSS J00098-0017 	00 09 51.8	-00 17 45	O	      	   2	     	    	 	 0.122	S1  	 	19.86	     	     	-19.5	    	    	   2
     216	101.17	-60.95	002.4854	 +0.1592	*	SDSS J00099+0009 	00 09 56.5	+00 09 33	O	      	   2	     	    	 	 0.243	S1  	 	20.37	     	     	-20.5	    	    	   2
     217	100.60	-61.76	002.5017	 -0.6964	*	SDSS J00100-0041 	00 10 00.4	-00 41 47	O	      	   2	     	    	 	 0.145	S1  	 	19.73	     	     	-20.0	    	    	   2
     218	100.36	-62.14	002.5229	 -1.0944	*	SDSS J00100-0105 	00 10 05.5	-01 05 40	O	      	   2	     	    	 	 0.038	S1  	 	18.93	     	     	-17.9	    	    	   2
     219	089.57	-71.35	002.5317	-11.2064	*	E 0007-114       	00 10 07.6	-11 12 23	O	      	    	     	    	 	 0.456	    	*	19.60	-0.10	     	-22.8	 605	1270	1270
     220	028.17	-80.82	002.5338	-27.5114	*	2QZ J001008-2730 	00 10 08.1	-27 30 41	O	      	    	     	    	 	 0.390	S1  	*	20.42	     	-0.44	-21.6	    	 487	 487
     221	100.63	-61.84	002.5412	 -0.7675	*	SDSS J00101-0046 	00 10 09.9	-00 46 03	O	      	   2	     	    	 	 0.243	S1  	 	20.10	     	     	-20.8	    	    	   2
     222	101.74	-60.31	002.5417	 +0.8572	*	SDSSp J00101+0051	00 10 10.0	+00 51 26	O	      	1802	     	    	 	 0.387	    	 	19.15	     	     	-22.8	    	    	1802
     223	100.96	-61.41	002.5446	 -0.3114	*	SDSS J00101-0018 	00 10 10.7	-00 18 41	O	      	   2	     	    	 	 0.074	S1  	 	19.38	     	     	-18.9	    	    	   2
     224	097.43	-65.52	002.5450	 -4.7100	 	MARK  937        	00 10 10.8	-04 42 36	O	      	 157	     	    	 	 0.030	S1  	 	13.80	     	     	-22.5	1286	    	1404
     225	092.14	-69.85	002.5583	 -9.4778	*	SDSS J00102-0928 	00 10 14.0	-09 28 40	O	      	   2	     	    	 	 0.022	S1  	 	17.75	     	     	-17.9	    	    	   2
     226	100.96	-61.49	002.5692	 -0.3847	*	SDSS J00102-0023 	00 10 16.6	-00 23 05	O	      	   2	     	    	 	 0.210	S1  	 	20.17	     	     	-20.4	    	    	   2
     227	101.87	-60.24	002.5804	 +0.9428	*	SDSS J00103+0056 	00 10 19.3	+00 56 34	O	      	   2	     	    	 	 0.158	S1  	 	20.16	     	     	-19.8	    	    	   2
     228	346.92	-77.93	002.5879	-35.4386	*	MS 00078-3543    	00 10 21.1	-35 26 19	O	      	1960	     	    	 	 0.093	S1  	 	16.00	     	     	-22.8	1235	    	1960
     229	100.79	-61.87	002.6208	 -0.7700	*	SDSS J00104-0046 	00 10 29.0	-00 46 12	O	      	   2	     	    	 	 0.039	S1  	 	19.46	     	     	-17.4	    	    	   2
     230	091.21	-70.58	002.6233	-10.2717	*	SDSS J00104-1016 	00 10 29.6	-10 16 18	O	      	   2	     	    	 	 0.108	S1  	 	19.78	     	     	-19.3	    	    	   2
     231	106.98	-50.63	002.6292	+10.9744	 	III Zw  2        	00 10 31.0	+10 58 28	O	 0.435	1167	 0.23	1098	 	 0.089	S1.2	 	15.40	 0.56	-0.83	-22.7	 251	  71	2239
     232	100.74	-62.16	002.6975	 -1.0536	*	SDSS J00107-0103 	00 10 47.4	-01 03 13	O	      	   2	     	    	 	 0.112	S1  	 	19.99	     	     	-19.2	    	    	   2
     233	064.01	-78.95	002.7263	-21.0675	*	ESO 538-G25      	00 10 54.3	-21 04 03	O	      	    	     	    	 	 0.026	S2  	 	15.30	     	     	-20.7	    	    	1252
     234	101.70	-60.94	002.7288	 +0.2472	*	Q 0008-0001      	00 10 54.9	+00 14 50	O	      	    	     	    	 	 0.243	    	 	18.40	     	     	-22.5	    	    	 359
     235	093.18	-69.52	002.7342	 -9.0194	*	SDSS J00109-0901 	00 10 56.2	-09 01 10	O	      	   1	     	    	 	 0.081	S1  	 	18.10	     	     	-20.4	    	    	   1
     236	013.13	-80.69	002.7437	-29.9183	*	2QZ J001058-2955 	00 10 58.5	-29 55 06	O	      	    	     	    	 	 0.786	S1  	*	20.82	     	-0.73	-22.7	    	 489	 489
