#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:31:30
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10681

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table1:
#Name: VII/235/table1
#Title:	Quasars (brighter than absolute magnitude -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
     111	097.04	-60.53	000.4562	 -0.1775	*	Q 2359-004       	00 01 49.5	-00 10 39	 	      	    	     	    	*	 2.190	    	 	18.50	     	     	-27.7	2359	    	2359
     112	098.09	-59.26	000.4571	 +1.1953	*	BG KPN 11        	00 01 49.7	+01 11 43	 	      	    	     	    	*	 2.140	    	 	21.30	     	     	-24.8	 717	    	 717
     113	095.53	-62.20	000.4583	 -1.9944	 	UM 196           	00 01 50.0	-01 59 40	O	      	 196	     	    	 	 2.810	    	 	18.60	     	     	-28.0	1233	1261	 545
     114	024.40	-78.97	000.4592	-28.2181	*	2QZ J000150-2813 	00 01 50.2	-28 13 05	O	      	    	     	    	 	 0.701	    	*	19.49	     	-0.25	-23.8	    	 489	 489
     115	103.91	-49.75	000.4608	+11.2797	*	RXS J00018+1116  	00 01 50.6	+11 16 47	O	      	    	     	    	 	 0.158	S1  	 	15.10	     	     	-24.8	    	    	 762
     116	023.43	-78.97	000.4704	-28.4031	*	2QZ J000152-2824 	00 01 52.9	-28 24 11	O	      	    	     	    	 	 1.056	    	*	19.73	     	-1.26	-24.6	    	 487	 487
     117	096.55	-61.14	000.4750	 -0.8344	*	Q 2359-011       	00 01 54.0	-00 50 04	 	      	    	     	    	*	 2.780	    	 	17.00	     	     	-30.2	2359	    	2359
     118	026.69	-79.00	000.4754	-27.7797	*	2QZ J000154-2746 	00 01 54.1	-27 46 47	O	      	    	     	    	 	 0.921	    	*	19.93	     	-0.59	-24.1	    	 489	 489
     119	007.19	-78.31	000.4763	-31.6583	*	2QZ J000154-3139 	00 01 54.3	-31 39 30	O	      	    	     	    	 	 1.113	    	*	19.74	     	 1.05	-24.7	    	 487	 487
     120	009.13	-78.45	000.4858	-31.2433	*	2QZ J000156-3114 	00 01 56.6	-31 14 36	O	      	    	     	    	 	 2.130	    	*	20.62	     	-0.57	-25.5	    	 487	 487
     121	099.10	-58.01	000.4863	 +2.5569	*	Q 2359+022       	00 01 56.7	+02 33 25	 	      	    	     	    	*	 2.370	    	 	18.00	     	     	-28.5	2357	    	2358
     122	011.11	-78.57	000.4867	-30.8308	*	2QZ J000156-3049 	00 01 56.8	-30 49 51	O	      	    	     	    	 	 0.684	    	*	20.14	     	-0.78	-23.1	    	 489	 489
     123	339.64	-73.94	000.4925	-39.4603	 	Q 2359-397       	00 01 58.2	-39 27 37	O	 0.028	1374	     	    	 	 2.030	    	O	18.90	     	     	-27.1	1481	    	1871
     124	009.04	-78.45	000.4958	-31.2597	*	2QZ J000159-3115 	00 01 59.0	-31 15 35	O	      	    	     	    	 	 1.067	    	*	19.12	     	-0.71	-25.3	    	 489	 489
     125	086.67	-69.10	000.4963	 -9.7867	*	SDSS J00019-0947 	00 01 59.1	-09 47 12	O	      	   1	     	    	 	 2.315	    	 	19.48	     	     	-27.0	    	    	   1
     126	020.54	-78.95	000.5042	-28.9561	*	2QZ J000200-2857 	00 02 01.0	-28 57 22	O	      	    	     	    	 	 1.268	    	*	18.89	     	 0.38	-25.9	    	 487	 487
     127	009.01	-78.46	000.5046	-31.2633	*	2QZ J000201-3115 	00 02 01.1	-31 15 48	O	      	    	     	    	 	 1.234	    	*	20.40	     	-0.45	-24.3	    	 487	 487
     128	099.55	-57.44	000.5062	 +3.1719	*	PB 5692          	00 02 01.5	+03 10 19	 	      	    	     	    	*	 1.320	    	 	17.50	     	     	-27.4	2357	    	2358
     129	025.04	-79.02	000.5117	-28.0936	*	2QZ J000202-2805 	00 02 02.8	-28 05 37	O	      	    	     	    	 	 1.502	    	*	20.42	     	 0.40	-24.8	    	 487	 487
     130	085.59	-69.72	000.5121	-10.5106	 	RXS J00020-1030  	00 02 02.9	-10 30 38	O	      	 278	     	    	 	 0.106	S?  	 	14.90	     	     	-24.2	    	    	 278
     131	007.81	-78.39	000.5167	-31.5142	*	2QZ J000204-3130 	00 02 04.0	-31 30 51	O	      	    	     	    	 	 2.513	    	*	19.73	     	-0.42	-27.0	    	 489	 489
     132	011.16	-78.60	000.5208	-30.8122	*	2QZ J000205-3048 	00 02 05.0	-30 48 44	O	      	    	     	    	 	 1.860	    	*	19.11	     	-0.68	-26.6	    	 489	 489
     133	019.88	-78.95	000.5221	-29.0817	*	2QZ J000205-2904 	00 02 05.3	-29 04 54	O	      	    	     	    	 	 1.614	    	*	20.40	     	-0.52	-24.9	    	 487	 487
     134	085.11	-69.99	000.5225	-10.8269	*	SDSS J00020-1049 	00 02 05.4	-10 49 37	O	      	   1	     	    	 	 0.930	    	 	18.15	     	     	-25.9	    	    	   1
     135	098.38	-59.08	000.5267	 +1.4236	*	Q 2359+011A      	00 02 06.4	+01 25 25	 	      	    	     	    	*	 0.810	    	 	19.00	     	     	-24.8	2357	    	2358
     136	024.41	-79.03	000.5283	-28.2133	*	2QZ J000206-2812 	00 02 06.8	-28 12 48	O	      	    	     	    	 	 1.435	    	*	19.65	     	-0.39	-25.5	    	 487	 487
     137	097.10	-60.67	000.5371	 -0.2950	*	SDSSp J00021-0017	00 02 08.9	-00 17 42	O	      	1802	     	    	 	 0.652	    	 	18.82	     	     	-24.3	    	    	1802
     138	023.74	-79.03	000.5413	-28.3400	*	2QZ J000209-2820 	00 02 09.9	-28 20 24	O	      	    	     	    	 	 2.149	    	*	20.36	     	-0.31	-25.8	    	 487	 487
     139	097.78	-59.90	000.5500	 +0.5481	*	BG KPN 12        	00 02 12.0	+00 32 53	O	      	    	     	    	 	 2.670	    	 	20.00	     	     	-27.0	 717	    	1645
     140	013.15	-78.73	000.5513	-30.4003	*	2QZ J000212-3024 	00 02 12.3	-30 24 01	O	      	    	     	    	 	 2.153	    	*	19.86	     	-0.87	-26.3	    	 489	 489
     141	004.55	-78.18	000.5571	-32.2075	*	2QZ J000213-3212 	00 02 13.7	-32 12 27	O	      	    	     	    	 	 2.096	    	*	20.81	     	-0.67	-25.3	    	 487	 487
     142	099.03	-58.32	000.5650	 +2.2547	*	Q 2359+0158      	00 02 15.6	+02 15 17	O	      	    	     	    	 	 1.570	    	 	18.70	     	     	-26.6	    	    	 359
     143	006.78	-78.37	000.5725	-31.7161	*	2QZ J000217-3142 	00 02 17.4	-31 42 58	O	      	    	     	    	 	 1.175	    	*	20.59	     	-0.63	-24.0	    	 487	 487
     144	013.27	-78.76	000.5767	-30.3722	*	2QZ J000218-3022 	00 02 18.4	-30 22 20	O	      	    	     	    	 	 2.355	    	*	20.71	     	-0.30	-25.8	    	 489	 489
     145	085.45	-69.93	000.5863	-10.7133	*	SDSS J00023-1042 	00 02 20.7	-10 42 48	O	      	   1	     	    	 	 1.016	    	 	19.15	     	     	-25.1	    	    	   1
     146	097.71	-60.08	000.5879	 +0.3636	 	FIRST J00023+0021	00 02 21.1	+00 21 49	O	      	 165	     	    	 	 3.058	    	 	18.63	     	     	-29.0	    	    	 165
     147	006.68	-78.37	000.5888	-31.7333	*	2QZ J000221-3144 	00 02 21.3	-31 44 00	O	      	    	     	    	 	 1.568	    	*	19.33	     	-0.46	-26.0	    	 487	 487
     148	097.38	-60.49	000.5938	 -0.0789	 	PB 5694          	00 02 22.5	-00 04 44	O	      	 742	     	    	 	 0.810	    	O	19.60	     	     	-24.2	    	    	 892
     149	023.89	-79.09	000.6012	-28.3081	*	2QZ J000224-2818 	00 02 24.3	-28 18 29	O	      	    	     	    	 	 0.998	    	*	20.29	     	-0.47	-23.9	    	 487	 487
     150	097.54	-60.34	000.6088	 +0.0969	*	SDSSp J00024+0005	00 02 26.1	+00 05 49	O	      	1802	     	    	 	 1.654	    	 	18.50	     	     	-26.9	    	    	1802
     151	007.44	-78.45	000.6117	-31.5644	*	2QZ J000226-3133 	00 02 26.8	-31 33 52	O	      	    	     	    	 	 1.435	    	*	20.08	     	-1.00	-25.0	    	 487	 487
     152	098.55	-59.09	000.6125	 +1.4469	*	BG KPN 13        	00 02 27.0	+01 26 49	 	      	    	     	    	*	 2.990	    	 	20.60	     	     	-26.9	 717	    	 717
     153	098.13	-59.66	000.6279	 +0.8331	*	PB 5698          	00 02 30.7	+00 49 59	O	      	    	     	    	 	 1.355	    	 	19.70	     	     	-25.3	 717	    	1802
     154	097.42	-60.54	000.6292	 -0.1142	*	Q 2359-003B      	00 02 31.0	-00 06 51	 	      	    	     	    	*	 1.580	    	 	17.00	     	     	-28.3	2359	    	2359
     155	105.07	-47.80	000.6304	+13.3706	*	H 2359+1305      	00 02 31.3	+13 22 14	 	      	    	     	    	 	 2.800	    	 	18.00	     	     	-29.3	    	    	1006
     156	021.51	-79.09	000.6413	-28.7569	*	2QZ J000233-2845 	00 02 33.9	-28 45 25	O	      	    	     	    	 	 1.686	    	*	20.47	     	-0.65	-25.0	    	 487	 487
     157	009.73	-78.63	000.6421	-31.0761	*	2QZ J000234-3104 	00 02 34.1	-31 04 34	O	      	    	     	    	 	 2.353	    	*	20.29	     	 0.17	-26.2	    	 487	 487
     158	008.21	-78.53	000.6442	-31.3919	*	2QZ J000234-3123 	00 02 34.6	-31 23 31	O	      	    	     	    	 	 0.943	    	*	20.18	     	-0.98	-23.9	    	 487	 487
     159	005.84	-78.37	000.6546	-31.8931	*	2QZ J000237-3153 	00 02 37.1	-31 53 35	O	      	    	     	    	 	 0.872	    	*	19.41	     	-0.52	-24.5	    	 487	 487
     160	095.61	-62.61	000.6558	 -2.3533	*	WEE   1          	00 02 37.4	-02 21 12	O	      	    	     	    	*	 1.740	    	O	19.40	     	     	-26.1	    	    	2190
     161	009.87	-78.65	000.6567	-31.0436	*	2QZ J000237-3102 	00 02 37.6	-31 02 37	O	      	    	     	    	 	 1.197	    	*	20.80	     	-0.07	-23.9	    	 489	 489
     162	012.25	-78.78	000.6571	-30.5581	*	2QZ J000237-3033 	00 02 37.7	-30 33 29	O	      	    	     	    	 	 1.855	    	*	18.87	     	-0.60	-26.8	    	 489	 489
     163	022.21	-79.12	000.6575	-28.6228	*	2QZ J000237-2837 	00 02 37.8	-28 37 22	O	      	    	     	    	 	 0.665	    	*	19.02	     	-0.93	-24.1	    	 487	 487
     164	099.21	-58.34	000.6583	 +2.2661	*	Q 0000+0159      	00 02 38.0	+02 15 58	O	      	    	     	    	 	 1.073	    	O	18.80	     	     	-25.6	2355	    	 892
     165	086.43	-69.53	000.6600	-10.1969	*	SDSS J00026-1011 	00 02 38.4	-10 11 49	O	      	   1	     	    	 	 3.940	    	 	22.07	     	     	-27.3	    	    	   1
     166	020.38	-79.08	000.6617	-28.9708	 	2QZ J000238-2858 	00 02 38.8	-28 58 15	O	      	 487	     	    	 	 1.321	    	*	20.48	     	-0.73	-24.4	    	 487	 487
     167	028.32	-79.16	000.6633	-27.4719	*	2QZ J000239-2728 	00 02 39.2	-27 28 19	O	      	    	     	    	 	 0.846	    	*	20.13	     	-1.04	-23.7	    	 487	 487
     168	010.17	-78.68	000.6721	-30.9772	*	2QZ J000241-3058 	00 02 41.3	-30 58 38	O	      	    	     	    	 	 1.754	    	*	20.28	     	 0.56	-25.3	    	 489	 489
     169	006.40	-78.44	000.6821	-31.7644	*	2QZ J000243-3145 	00 02 43.7	-31 45 52	O	      	    	     	    	 	 0.775	    	*	20.45	     	-0.93	-23.1	    	 487	 487
     170	029.60	-79.17	000.6850	-27.2322	*	2QZ J000244-2713 	00 02 44.4	-27 13 56	O	      	    	     	    	 	 1.930	    	*	19.00	     	-1.31	-26.8	    	 487	 487
     171	112.36	-24.34	000.6921	+37.5333	*	PSS J0002+3732   	00 02 46.1	+37 32 00	 	      	    	     	    	 	 4.210	    	R	18.98	     	     	-28.7	    	    	 557
     172	028.64	-79.19	000.6950	-27.4128	*	2QZ J000246-2724 	00 02 46.8	-27 24 46	O	      	    	     	    	 	 1.073	    	*	20.65	     	-0.71	-23.8	    	 487	 487
     173	020.45	-79.12	000.7033	-28.9522	*	2QZ J000248-2857 	00 02 48.8	-28 57 08	O	      	    	     	    	 	 1.232	    	*	19.26	     	-0.14	-25.5	    	 487	 487
     174	011.33	-78.78	000.7062	-30.7333	*	2QZ J000249-3044 	00 02 49.5	-30 44 00	O	      	    	     	    	 	 1.576	    	*	19.93	     	-0.08	-25.4	    	 489	 489
     175	027.74	-79.21	000.7117	-27.5811	*	2QZ J000250-2734 	00 02 50.8	-27 34 52	O	      	    	     	    	 	 1.253	    	*	19.97	     	-0.81	-24.8	    	 489	 489
     176	088.44	-68.48	000.7221	 -8.9253	*	SDSS J00028-0855 	00 02 53.3	-08 55 31	O	      	   1	     	    	 	 0.849	    	 	19.34	     	     	-24.5	    	    	   1
     177	098.75	-59.13	000.7238	 +1.4386	*	BG KPN  1        	00 02 53.7	+01 26 19	 	      	    	     	    	 	 2.803	    	 	20.90	     	     	-26.4	 717	    	2128
     178	021.48	-79.17	000.7292	-28.7558	*	2QZ J000254-2845 	00 02 55.0	-28 45 21	O	      	    	     	    	 	 1.945	    	*	20.09	     	-0.41	-25.8	    	 487	 487
     179	007.82	-78.59	000.7367	-31.4469	*	2QZ J000256-3126 	00 02 56.8	-31 26 49	O	      	    	     	    	 	 2.463	    	*	20.38	     	-0.66	-26.3	    	 487	 487
     180	099.72	-57.86	000.7412	 +2.8106	*	Q 0000+025A      	00 02 57.9	+02 48 38	O	      	    	     	    	 	 1.684	    	O	19.20	     	     	-26.3	2355	    	2052
     181	013.53	-78.92	000.7425	-30.2850	*	2QZ J000258-3017 	00 02 58.2	-30 17 06	O	      	    	     	    	 	 1.179	    	*	20.76	     	-0.40	-23.9	    	 489	 489
     182	026.05	-79.23	000.7433	-27.8961	*	2QZ J000258-2753 	00 02 58.4	-27 53 46	O	      	    	     	    	 	 0.388	    	*	18.35	     	 0.64	-23.6	    	 487	 487
     183	008.16	-78.62	000.7458	-31.3728	*	2QZ J000259-3122 	00 02 59.0	-31 22 22	O	      	    	     	    	 	 2.037	    	*	19.55	     	-0.81	-26.4	    	 487	 487
     184	099.89	-57.65	000.7521	 +3.0403	*	Q 0000+027A      	00 03 00.5	+03 02 25	O	      	    	     	    	 	 2.384	    	R	18.90	     	     	-27.1	2355	    	2052
     185	095.50	-62.96	000.7558	 -2.6947	*	Q 0000-029       	00 03 01.4	-02 41 41	 	      	    	     	    	*	 2.310	    	 	18.00	     	     	-28.4	2354	    	2356
     186	085.63	-70.15	000.7642	-10.8639	*	SDSS J00030-1051 	00 03 03.4	-10 51 50	O	      	   1	     	    	 	 3.633	    	 	20.69	     	     	-28.2	    	    	   1
     187	338.90	-74.03	000.7650	-39.5356	 	Q 0000-398       	00 03 03.6	-39 32 08	O	      	    	 0.03	 720	 	 2.827	    	R	18.20	     	     	-28.3	1870	    	1477
     188	023.07	-79.24	000.7800	-28.4522	*	2QZ J000307-2827 	00 03 07.2	-28 27 08	O	      	    	     	    	 	 0.517	    	*	18.82	     	-0.44	-23.7	    	 487	 487
     189	025.53	-79.26	000.7812	-27.9922	*	2QZ J000307-2759 	00 03 07.5	-27 59 32	O	      	    	     	    	 	 1.630	    	*	18.81	     	-0.79	-26.6	    	 487	 487
     190	028.08	-79.27	000.7871	-27.5186	*	2QZ J000308-2731 	00 03 08.9	-27 31 07	O	      	    	     	    	 	 0.840	    	*	19.43	     	-0.79	-24.4	    	 487	 487
     191	026.21	-79.29	000.8142	-27.8658	*	HE 0000-2808     	00 03 15.4	-27 51 57	O	      	    	     	    	 	 1.051	    	O	17.30	     	     	-27.1	    	    	2296
     192	087.11	-69.45	000.8167	 -9.9975	*	SDSS J00032-0959 	00 03 16.0	-09 59 51	O	      	   1	     	    	 	 1.428	    	 	19.86	     	     	-25.3	    	    	   1
     193	009.91	-78.80	000.8225	-30.9919	*	2QZ J000317-3059 	00 03 17.4	-30 59 31	O	      	    	     	    	 	 1.863	    	*	20.82	     	-0.76	-24.9	    	 489	 489
     194	099.91	-57.85	000.8325	 +2.8594	*	Q 0000+025B      	00 03 19.8	+02 51 34	 	      	    	     	    	*	 0.310	    	 	18.00	     	     	-23.5	2355	    	2355
     195	088.55	-68.63	000.8329	 -9.0322	*	SDSS J00033-0901 	00 03 19.9	-09 01 56	O	      	   1	     	    	 	 1.763	    	 	17.92	     	     	-27.7	    	    	   1
     196	096.27	-62.36	000.8396	 -2.0067	*	WEE   2          	00 03 21.5	-02 00 24	 	      	    	     	    	*	 2.200	    	 	20.70	     	     	-25.4	    	    	2190
     197	071.52	-75.28	000.8421	-17.4539	 	PKS 0000-17      	00 03 22.1	-17 27 14	O	 0.894	 787	 1.37	2157	 	 1.465	    	 	19.00	     	     	-26.2	 954	    	 954
     198	021.91	-79.28	000.8450	-28.6642	*	2QZ J000322-2839 	00 03 22.8	-28 39 51	O	      	    	     	    	 	 1.971	    	*	18.56	     	-1.14	-27.3	    	 487	 487
     199	035.92	-79.21	000.8458	-26.0550	*	Q 0000-26        	00 03 23.0	-26 03 18	O	 0.000	1132	     	    	 	 4.111	    	R	17.53	     	     	-30.0	1787	    	1739
     200	110.04	-34.16	000.8462	+27.5064	*	PSS J0003+2730   	00 03 23.1	+27 30 23	O	      	1931	     	    	 	 4.230	    	R	19.00	     	     	-28.7	    	    	 438
     201	024.86	-79.32	000.8479	-28.1153	*	2QZ J000323-2806 	00 03 23.5	-28 06 55	O	      	    	     	    	 	 1.177	    	*	19.88	     	-1.15	-24.7	    	 487	 487
     202	012.00	-78.94	000.8483	-30.5644	*	2QZ J000323-3033 	00 03 23.6	-30 33 52	O	      	    	     	    	 	 1.746	    	*	20.04	     	-0.98	-25.5	    	 487	 487
     203	006.72	-78.62	000.8613	-31.6383	*	2QZ J000326-3138 	00 03 26.7	-31 38 18	O	      	    	     	    	 	 1.983	    	*	20.58	     	-0.51	-25.3	    	 487	 487
     204	096.32	-62.36	000.8621	 -1.9983	*	WEE   3          	00 03 26.9	-01 59 54	 	      	    	     	    	*	 2.220	    	 	20.00	     	     	-26.2	    	    	2190
     205	332.37	-71.82	000.8638	-42.4561	*	Q 0000-4244      	00 03 27.3	-42 27 22	 	      	    	     	    	*	 1.700	    	 	20.40	     	     	-25.1	 917	    	2094
     206	012.64	-78.99	000.8654	-30.4342	*	2QZ J000327-3026 	00 03 27.7	-30 26 03	O	      	    	     	    	 	 1.740	    	*	20.37	     	-0.54	-25.2	    	 489	 489
     207	010.57	-78.88	000.8662	-30.8456	*	2QZ J000327-3050 	00 03 27.9	-30 50 44	O	      	    	     	    	 	 0.665	    	*	20.05	     	-0.34	-23.1	    	 489	 489
     208	023.84	-79.32	000.8675	-28.3033	*	2QZ J000328-2818 	00 03 28.2	-28 18 12	O	      	    	     	    	 	 1.901	    	*	20.40	     	-0.40	-25.4	    	 487	 487
     209	332.51	-71.89	000.8717	-42.3756	*	Q 0000-4239      	00 03 29.2	-42 22 32	 	      	    	     	    	 	 2.190	    	 	21.10	     	     	-25.1	 917	    	1474
     210	098.07	-60.40	000.8763	 +0.1367	*	BG KPN  2        	00 03 30.3	+00 08 12	 	      	    	     	    	*	 2.590	    	 	20.60	     	     	-26.2	 717	    	 717
     211	099.36	-58.76	000.8796	 +1.9050	*	BG KPN  3        	00 03 31.1	+01 54 18	 	      	    	     	    	*	 2.220	    	 	20.00	     	     	-26.2	 717	    	 717
     212	022.06	-79.31	000.8813	-28.6333	*	2QZ J000331-2838 	00 03 31.5	-28 38 00	O	      	    	     	    	 	 1.883	    	*	20.30	     	-0.88	-25.5	    	 487	 487
     213	004.26	-78.45	000.8871	-32.1558	*	2QZ J000332-3209 	00 03 32.9	-32 09 21	O	      	    	     	    	 	 1.477	    	*	19.36	     	-0.41	-25.8	    	 487	 487
     214	004.55	-78.50	000.9067	-32.0864	*	2QZ J000337-3205 	00 03 37.6	-32 05 11	O	      	    	     	    	 	 1.924	    	*	20.21	     	-0.88	-25.6	    	 487	 487
     215	013.43	-79.06	000.9083	-30.2703	*	2QZ J000337-3016 	00 03 38.0	-30 16 13	O	      	    	     	    	 	 1.866	    	*	20.24	     	-0.35	-25.5	    	 487	 487
     216	023.81	-79.36	000.9108	-28.3067	*	2QZ J000338-2818 	00 03 38.6	-28 18 24	O	      	    	     	    	 	 0.513	    	*	18.84	     	-0.67	-23.7	    	 487	 487
     217	087.83	-69.23	000.9221	 -9.6836	*	SDSS J00036-0941 	00 03 41.3	-09 41 01	O	      	   1	     	    	 	 1.739	    	 	20.12	     	     	-25.4	    	    	   1
     218	103.53	-52.07	000.9275	 +8.9944	*	Q 0001+0842      	00 03 42.6	+08 59 40	O	      	    	     	    	 	 3.241	    	 	19.30	     	     	-28.7	 864	    	2050
     219	084.35	-71.07	000.9287	-11.8633	 	TEX 0001-121A    	00 03 42.9	-11 51 48	O	      	 573	     	    	 	 1.300	    	O	17.90	     	     	-27.0	    	    	2269
     220	008.92	-78.83	000.9296	-31.1639	*	2QZ J000343-3109 	00 03 43.1	-31 09 50	O	      	    	     	    	 	 0.730	    	*	19.45	     	 0.65	-23.9	    	 487	 487
     221	013.26	-79.08	000.9308	-30.2978	*	2QZ J000343-3017 	00 03 43.4	-30 17 52	O	      	    	     	    	 	 1.424	    	*	20.52	     	-0.64	-24.6	    	 489	 489
     222	011.82	-79.01	000.9333	-30.5797	*	2QZ J000344-3034 	00 03 44.0	-30 34 47	O	      	    	     	    	 	 2.124	    	*	19.37	     	-0.70	-26.7	    	 487	 487
     223	007.19	-78.72	000.9350	-31.5186	*	2QZ J000344-3131 	00 03 44.4	-31 31 07	O	      	    	     	    	 	 2.034	    	*	20.49	     	-0.73	-25.5	    	 487	 487
     224	049.39	-78.60	000.9375	-23.3986	*	HE 0001-2340     	00 03 45.0	-23 23 55	O	      	    	     	    	 	 2.280	    	O	16.70	     	     	-29.5	    	    	1633
     225	085.61	-70.47	000.9383	-11.1383	*	SDSS J00037-1108 	00 03 45.2	-11 08 18	O	      	   1	     	    	 	 1.571	    	 	20.11	     	     	-25.2	    	    	   1
     226	022.18	-79.37	000.9517	-28.6053	*	2QZ J000348-2836 	00 03 48.4	-28 36 19	O	      	    	     	    	 	 1.250	    	*	20.61	     	-0.88	-24.2	    	 487	 487
     227	097.78	-60.97	000.9579	 -0.4481	*	Q 0001-007A      	00 03 49.9	-00 26 53	 	      	    	     	    	*	 2.190	    	 	18.00	     	     	-28.2	2356	    	2356
     228	332.70	-72.08	000.9617	-42.1856	*	Q 0001-4227      	00 03 50.8	-42 11 08	O	      	1374	     	    	 	 2.240	    	O	19.40	     	     	-26.8	 917	    	1474
     229	096.77	-62.14	000.9629	 -1.7125	*	Q 0001-0159      	00 03 51.1	-01 42 45	O	      	    	     	    	 	 1.364	    	O	18.10	     	     	-26.9	    	    	 892
     230	007.37	-78.77	000.9683	-31.4708	*	2QZ J000352-3128 	00 03 52.4	-31 28 15	O	      	    	     	    	 	 2.287	    	*	20.81	     	-0.78	-25.4	    	 487	 487
     231	097.45	-61.42	000.9829	 -0.9242	*	BG CFH  1        	00 03 55.9	-00 55 27	 	      	    	     	    	*	 2.490	    	 	22.10	     	     	-24.6	 717	    	 717
     232	331.76	-71.71	000.9858	-42.6575	*	Q 0001-4256      	00 03 56.6	-42 39 27	O	      	1374	     	    	 	 2.030	    	O	19.10	     	     	-26.9	 917	    	1474
     233	007.59	-78.80	000.9938	-31.4178	*	2QZ J000358-3125 	00 03 58.5	-31 25 04	O	      	    	     	    	 	 2.093	    	*	20.46	     	-0.70	-25.6	    	 487	 487
     234	097.71	-61.18	001.0050	 -0.6503	*	BG CFH  3        	00 04 01.2	-00 39 01	 	      	    	     	    	*	 2.340	    	 	21.00	     	     	-25.5	 717	    	 717
     235	100.00	-58.21	001.0067	 +2.5306	*	Q 0001+022A      	00 04 01.6	+02 31 50	 	      	    	     	    	*	 2.260	    	 	18.50	     	     	-27.7	2355	    	2355
     236	086.63	-70.10	001.0267	-10.6375	*	SDSS J00041-1038 	00 04 06.4	-10 38 15	O	      	   1	     	    	 	 1.268	    	 	19.36	     	     	-25.4	    	    	   1
     237	096.81	-62.28	001.0354	 -1.8269	*	Q 0001-021       	00 04 08.5	-01 49 37	 	      	    	     	    	*	 1.550	    	 	21.00	     	     	-24.3	2356	    	2356
     238	089.22	-68.65	001.0567	 -8.9247	*	SDSS J00042-0855 	00 04 13.6	-08 55 29	O	      	   1	     	    	 	 2.425	    	 	18.42	     	     	-28.2	    	    	   1
     239	020.33	-79.43	001.0600	-28.9381	*	2QZ J000414-2856 	00 04 14.4	-28 56 17	O	      	    	     	    	 	 1.575	    	*	20.55	     	-0.11	-24.8	    	 487	 487
