#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9028
#Name: IX/28A
#Title:	ROSAT HRI Pointed Observations (1RXH) (ROSAT Team, 2000)
#Table	IX_28A_hricat:
#Name: IX/28A/hricat
#Title:	ROSAT Source Catalog of Pointed Observations with the High Resolution Imager (1RXH)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RAJ2000=308.2000, DEJ2000=+41.0000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_1RXH	(I2)	? Number of sources sharing a common 1RXH name        (link)	[ucd=NOTE]
#Column	1RXH	(A21)	Name of catalogued detection        (link)	[ucd=ID_MAIN]
#Column	ErrPos	(I3)	Total positional error	[ucd=ERROR]
#Column	CRate	(E9.2)	Estimate of net count rate	[ucd=PHOT_COUNT-RATE_X]
#Column	e_CRate	(E8.1)	? Mean error on CRate	[ucd=ERROR]
#Column	varFlag	(A1)	[NTP] Source variability	[ucd=CODE_VARIAB]
#Column	SRCflags	(A13)	[.cdefiu_mnpavw] Source flags	[ucd=CODE_MISC]
#Column	SEQflags	(A8)	[.DABEFMS_+] Sequence flags	[ucd=CODE_MISC]
#Column	Comment	(A5)	Source comment	[ucd=REMARKS]
#Column	begDate	(A10)	Observation start date	[ucd=TIME_DATE]
#Column	RAJ2000	(F8.4)	Source Right Ascension (J2000)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F8.4)	Source Declination (J2000)	[ucd=POS_EQ_DEC_MAIN]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	n_1RXH	1RXH	ErrPos	CRate	e_CRate	varFlag	SRCflags	SEQflags	Comment	begDate	RAJ2000	DEJ2000
   94264	 8.89605	071.33	+03.01	299.6445	+35.1743	  	1RXH J195834.6+351027	  5	 1.74e-02	 4.1e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6445	+35.1743
   94115	 8.92225	071.33	+03.11	299.5413	+35.2259	  	1RXH J195809.9+351333	  4	 2.36e-02	 4.7e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5413	+35.2259
   94167	 8.90939	071.34	+03.07	299.5899	+35.2022	 3	1RXH J195821.5+351207	  1	 2.98e+01	 1.5e-01	P	..e.i._..pav.	....F..+	     	1992-11-26	299.5899	+35.2022
   94168	 8.90939	071.34	+03.07	299.5899	+35.2022	 3	1RXH J195821.5+351207	  1	 2.98e+01	 1.5e-01	N	..e.iu_..p...	....F.._	     	1992-11-26	299.5899	+35.2022
   94169	 8.90939	071.34	+03.07	299.5899	+35.2022	 3	1RXH J195821.5+351207	  1	 2.98e+01	 1.5e-01	N	..e.iu_..p...	....F.._	     	1992-11-26	299.5899	+35.2022
   94248	 8.89716	071.34	+03.03	299.6328	+35.1828	  	1RXH J195831.8+351058	  3	 4.44e-02	 6.0e-03	T	..efi._m.pav.	....F.._	     	1992-11-26	299.6328	+35.1828
   94132	 8.91637	071.34	+03.10	299.5533	+35.2240	  	1RXH J195812.8+351326	  2	 4.79e-02	 6.3e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5533	+35.2240
   94280	 8.88649	071.34	+02.99	299.6706	+35.1657	  	1RXH J195840.9+350956	  5	 7.82e-03	 3.2e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.6706	+35.1657
   94142	 8.91268	071.34	+03.10	299.5630	+35.2209	  	1RXH J195815.1+351315	  2	 1.10e-01	 9.2e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5630	+35.2209
   94246	 8.89424	071.34	+03.03	299.6324	+35.1874	  	1RXH J195831.7+351114	  3	 4.36e-02	 6.0e-03	T	..efi._m.pav.	....F.._	     	1992-11-26	299.6324	+35.1874
   94297	 8.87889	071.34	+02.97	299.6937	+35.1569	  	1RXH J195846.4+350924	  7	 1.05e-02	 3.5e-03	N	..e.i._.npav.	....F.._	     	1992-11-26	299.6937	+35.1569
   94151	 8.90877	071.34	+03.09	299.5708	+35.2198	  	1RXH J195817.0+351311	  1	 1.82e-01	 1.2e-02	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5708	+35.2198
   94139	 8.91086	071.34	+03.10	299.5608	+35.2255	  	1RXH J195814.5+351331	  2	 7.45e-02	 7.7e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5608	+35.2255
   94286	 8.88191	071.34	+02.99	299.6745	+35.1690	  	1RXH J195841.8+351008	  7	 1.44e-02	 3.9e-03	N	..e.iu_.npav.	....F.._	     	1992-11-26	299.6745	+35.1690
   94114	 8.91628	071.34	+03.12	299.5390	+35.2367	  	1RXH J195809.3+351412	  4	 1.63e-02	 4.1e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5390	+35.2367
   94134	 8.91175	071.34	+03.11	299.5543	+35.2299	  	1RXH J195813.0+351347	  3	 2.90e-02	 5.1e-03	T	..efi._m.pav.	....F.._	     	1992-11-26	299.5543	+35.2299
   94271	 8.88610	071.34	+03.01	299.6528	+35.1816	  	1RXH J195836.6+351053	  4	 2.04e-02	 4.4e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6528	+35.1816
   94121	 8.91299	071.34	+03.11	299.5471	+35.2344	  	1RXH J195811.3+351403	  4	 2.24e-02	 4.7e-03	T	..efiu_m.pav.	....F.._	     	1992-11-26	299.5471	+35.2344
   94125	 8.91170	071.35	+03.11	299.5488	+35.2348	  	1RXH J195811.7+351405	  3	 2.61e-02	 4.9e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.5488	+35.2348
   94291	 8.87806	071.35	+02.99	299.6789	+35.1708	  	1RXH J195842.9+351014	  3	 1.14e-02	 3.6e-03	T	......_.n....	....F.._	     	1992-11-26	299.6789	+35.1708
   94290	 8.87802	071.35	+02.99	299.6784	+35.1713	  	1RXH J195842.8+351016	  5	 1.14e-02	 3.6e-03	T	....iu_.n.av.	....F.._	     	1992-11-26	299.6784	+35.1713
   94148	 8.90412	071.35	+03.10	299.5690	+35.2282	  	1RXH J195816.5+351341	  2	 9.41e-02	 8.6e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5690	+35.2282
   94259	 8.88543	071.35	+03.03	299.6404	+35.1933	  	1RXH J195833.6+351135	  3	 3.28e-02	 5.3e-03	T	..efi._m.pav.	....F.._	     	1992-11-26	299.6404	+35.1933
   94162	 8.89994	071.35	+03.08	299.5833	+35.2218	  	1RXH J195819.9+351318	  1	 2.32e-01	 1.3e-02	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5833	+35.2218
   94174	 8.89546	071.35	+03.07	299.5932	+35.2197	  	1RXH J195822.3+351310	  1	 2.77e-01	 1.4e-02	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5932	+35.2197
   94133	 8.90541	071.35	+03.11	299.5534	+35.2400	  	1RXH J195812.8+351423	  4	 2.77e-02	 5.1e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5534	+35.2400
   94274	 8.87887	071.35	+03.02	299.6556	+35.1897	  	1RXH J195837.3+351122	  5	 7.94e-03	 3.2e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6556	+35.1897
   94146	 8.90100	071.35	+03.10	299.5676	+35.2340	  	1RXH J195816.2+351402	  3	 6.33e-02	 7.2e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5676	+35.2340
   94287	 8.87298	071.35	+03.00	299.6762	+35.1805	  	1RXH J195842.2+351049	  7	 1.08e-02	 3.5e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.6762	+35.1805
   94123	 8.90556	071.35	+03.12	299.5477	+35.2448	  	1RXH J195811.4+351441	  4	 2.62e-02	 5.0e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5477	+35.2448
   94261	 8.88061	071.36	+03.03	299.6409	+35.1999	  	1RXH J195833.8+351159	  3	 2.69e-02	 4.9e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.6409	+35.1999
   94282	 8.87266	071.36	+03.00	299.6721	+35.1845	  	1RXH J195841.3+351104	  4	 1.45e-02	 3.9e-03	T	....iu_.n.av.	....F.._	     	1992-11-26	299.6721	+35.1845
   94170	 8.89345	071.36	+03.08	299.5896	+35.2258	  	1RXH J195821.5+351332	  2	 1.71e-01	 1.2e-02	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5896	+35.2258
   94283	 8.87213	071.36	+03.00	299.6730	+35.1845	  	1RXH J195841.5+351104	  6	 1.74e-02	 4.2e-03	N	..efiu_m.pav.	....F.._	     	1992-11-26	299.6730	+35.1845
   94159	 8.89595	071.36	+03.09	299.5789	+35.2315	  	1RXH J195818.9+351353	  2	 9.32e-02	 8.6e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5789	+35.2315
   94281	 8.87214	071.36	+03.00	299.6717	+35.1856	  	1RXH J195841.2+351108	  3	 1.67e-02	 4.1e-03	T	......_.n....	....F.._	     	1992-11-26	299.6717	+35.1856
   94229	 8.88248	071.36	+03.04	299.6283	+35.2081	  	1RXH J195830.7+351229	  3	 6.65e-02	 7.3e-03	T	..efi._m.pav.	....F.._	     	1992-11-26	299.6283	+35.2081
   94194	 8.88789	071.36	+03.07	299.6044	+35.2210	  	1RXH J195825.0+351315	  1	 1.92e-01	 1.2e-02	N	..efi._m.pav.	....F.._	     	1992-11-26	299.6044	+35.2210
   94295	 8.86712	071.36	+02.99	299.6847	+35.1817	  	1RXH J195844.3+351054	  5	 9.26e-03	 3.4e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.6847	+35.1817
   94163	 8.89246	071.36	+03.09	299.5844	+35.2318	  	1RXH J195820.2+351354	  2	 1.04e-01	 9.1e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5844	+35.2318
   94141	 8.89796	071.36	+03.11	299.5613	+35.2440	  	1RXH J195814.7+351438	  3	 2.05e-02	 4.5e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.5613	+35.2440
   94143	 8.89705	071.36	+03.11	299.5634	+35.2435	  	1RXH J195815.2+351436	  4	 1.69e-02	 4.2e-03	T	..e.iu_.npav.	....F.._	     	1992-11-26	299.5634	+35.2435
   94175	 8.88862	071.36	+03.08	299.5946	+35.2285	  	1RXH J195822.6+351342	  2	 1.27e-01	 1.0e-02	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5946	+35.2285
   94157	 8.89307	071.36	+03.09	299.5771	+35.2373	  	1RXH J195818.5+351414	  2	 4.74e-02	 6.3e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5771	+35.2373
   94111	 8.90317	071.36	+03.13	299.5382	+35.2567	  	1RXH J195809.1+351524	  5	 1.27e-02	 3.8e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.5382	+35.2567
   94209	 8.88354	071.36	+03.06	299.6132	+35.2197	  	1RXH J195827.1+351310	  2	 9.71e-02	 8.8e-03	N	..e.i._.npav.	....F.._	     	1992-11-26	299.6132	+35.2197
   94269	 8.87344	071.36	+03.03	299.6481	+35.2041	  	1RXH J195835.5+351214	  4	 2.33e-02	 4.7e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6481	+35.2041
   94127	 8.89850	071.36	+03.12	299.5494	+35.2537	  	1RXH J195811.8+351513	  5	 1.37e-02	 3.9e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.5494	+35.2537
   94173	 8.88713	071.36	+03.08	299.5923	+35.2327	  	1RXH J195822.1+351357	  2	 1.02e-01	 9.0e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.5923	+35.2327
   94201	 8.88217	071.36	+03.07	299.6085	+35.2258	  	1RXH J195826.0+351332	  2	 1.09e-01	 9.3e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.6085	+35.2258
   94275	 8.86939	071.36	+03.02	299.6570	+35.2023	  	1RXH J195837.6+351208	  6	 1.67e-02	 4.1e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.6570	+35.2023
   94222	 8.87781	071.36	+03.05	299.6235	+35.2191	  	1RXH J195829.6+351308	  2	 6.02e-02	 7.0e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6235	+35.2191
   94165	 8.88548	071.37	+03.09	299.5882	+35.2387	  	1RXH J195821.1+351419	  2	 6.13e-02	 7.1e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5882	+35.2387
   94212	 8.87828	071.37	+03.06	299.6157	+35.2252	  	1RXH J195827.7+351330	  2	 6.56e-02	 7.3e-03	T	..efi._m.pav.	....F.._	     	1992-11-26	299.6157	+35.2252
   94197	 8.88109	071.37	+03.07	299.6047	+35.2307	  	1RXH J195825.1+351350	  2	 7.62e-02	 7.9e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6047	+35.2307
   94199	 8.88013	071.37	+03.07	299.6062	+35.2308	  	1RXH J195825.4+351350	  3	 7.41e-02	 7.8e-03	T	..efiu_m.pav.	....F.._	     	1992-11-26	299.6062	+35.2308
   94262	 8.87065	071.37	+03.04	299.6423	+35.2132	  	1RXH J195834.1+351247	  3	 2.41e-02	 4.7e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.6423	+35.2132
   94140	 8.89133	071.37	+03.11	299.5609	+35.2541	  	1RXH J195814.6+351514	  4	 2.00e-02	 4.5e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5609	+35.2541
   94277	 8.86521	071.37	+03.02	299.6623	+35.2038	  	1RXH J195838.9+351213	  4	 1.45e-02	 3.9e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6623	+35.2038
   94128	 8.89348	071.37	+03.13	299.5504	+35.2602	  	1RXH J195812.0+351536	  5	 9.29e-03	 3.5e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5504	+35.2602
   94241	 8.87238	071.37	+03.05	299.6318	+35.2198	  	1RXH J195831.6+351311	  3	 4.19e-02	 6.0e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6318	+35.2198
   94152	 8.88757	071.37	+03.11	299.5715	+35.2503	  	1RXH J195817.1+351501	  3	 2.55e-02	 4.9e-03	T	..efi._m.pav.	....F.._	     	1992-11-26	299.5715	+35.2503
   94213	 8.87513	071.37	+03.06	299.6156	+35.2299	  	1RXH J195827.7+351347	  3	 5.70e-02	 6.9e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6156	+35.2299
   94200	 8.87623	071.37	+03.07	299.6077	+35.2352	  	1RXH J195825.8+351406	  3	 5.87e-02	 7.0e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6077	+35.2352
   94180	 8.87816	071.37	+03.08	299.5984	+35.2405	  	1RXH J195823.6+351425	  2	 4.61e-02	 6.3e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5984	+35.2405
   94217	 8.87345	071.37	+03.06	299.6167	+35.2314	  	1RXH J195828.0+351352	  3	 4.66e-02	 6.3e-03	T	..efiu_m.pav.	....F.._	     	1992-11-26	299.6167	+35.2314
   94198	 8.87627	071.37	+03.08	299.6050	+35.2375	  	1RXH J195825.1+351414	  3	 5.87e-02	 7.0e-03	T	..efiu_m.pav.	....F.._	     	1992-11-26	299.6050	+35.2375
   94195	 8.87540	071.37	+03.08	299.6044	+35.2393	  	1RXH J195825.0+351421	  2	 5.28e-02	 6.7e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6044	+35.2393
   94225	 8.86942	071.37	+03.06	299.6253	+35.2298	  	1RXH J195830.0+351347	  3	 2.87e-02	 5.1e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.6253	+35.2298
   94214	 8.87184	071.37	+03.07	299.6154	+35.2349	  	1RXH J195827.7+351405	  2	 4.61e-02	 6.3e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6154	+35.2349
   94260	 8.86476	071.38	+03.04	299.6400	+35.2238	  	1RXH J195833.6+351325	  4	 2.79e-02	 5.1e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6400	+35.2238
   94155	 8.88154	071.38	+03.11	299.5743	+35.2567	  	1RXH J195817.8+351524	  5	 1.74e-02	 4.3e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5743	+35.2567
   94149	 8.88156	071.38	+03.11	299.5695	+35.2609	  	1RXH J195816.6+351539	  6	 1.36e-02	 3.9e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5695	+35.2609
   94272	 8.85961	071.38	+03.03	299.6528	+35.2202	  	1RXH J195836.6+351312	  5	 1.52e-02	 4.0e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6528	+35.2202
   94221	 8.86737	071.38	+03.06	299.6214	+35.2362	  	1RXH J195829.1+351410	  3	 3.79e-02	 5.8e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6214	+35.2362
   94164	 8.87416	071.38	+03.10	299.5863	+35.2570	  	1RXH J195820.7+351525	  4	 2.01e-02	 4.5e-03	T	..efi._m.pav.	....F.._	     	1992-11-26	299.5863	+35.2570
   94256	 8.86117	071.38	+03.05	299.6350	+35.2334	  	1RXH J195832.4+351400	  4	 2.28e-02	 4.7e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6350	+35.2334
   94207	 8.86649	071.38	+03.07	299.6120	+35.2457	  	1RXH J195826.8+351444	  3	 2.84e-02	 5.2e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6120	+35.2457
   94231	 8.86069	071.38	+03.06	299.6302	+35.2383	  	1RXH J195831.2+351417	  4	 2.29e-02	 4.7e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6302	+35.2383
   94160	 8.87339	071.38	+03.11	299.5803	+35.2634	  	1RXH J195819.2+351548	  5	 1.39e-02	 3.9e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5803	+35.2634
   94210	 8.86351	071.38	+03.07	299.6146	+35.2478	  	1RXH J195827.5+351451	  4	 2.25e-02	 4.7e-03	T	..e.iu_.npav.	....F.._	     	1992-11-26	299.6146	+35.2478
   94288	 8.84752	071.39	+03.01	299.6766	+35.2172	  	1RXH J195842.3+351301	  6	 1.45e-02	 3.9e-03	N	..efiu_m.pav.	....F.._	     	1992-11-26	299.6766	+35.2172
   94284	 8.84831	071.39	+03.02	299.6733	+35.2189	  	1RXH J195841.5+351307	  5	 1.30e-02	 3.8e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.6733	+35.2189
   94294	 8.84603	071.39	+03.01	299.6806	+35.2159	  	1RXH J195843.3+351257	  5	 9.99e-03	 3.5e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.6806	+35.2159
   94183	 8.86668	071.39	+03.09	299.5988	+35.2570	  	1RXH J195823.7+351525	  5	 1.50e-02	 4.1e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5988	+35.2570
   94144	 8.87553	071.39	+03.12	299.5646	+35.2741	  	1RXH J195815.5+351626	  6	 1.58e-02	 4.2e-03	N	..e.i._.npav.	....F.._	     	1992-11-26	299.5646	+35.2741
   94206	 8.86225	071.39	+03.08	299.6110	+35.2528	  	1RXH J195826.6+351510	  4	 2.19e-02	 4.7e-03	T	..e.iu_.npav.	....F.._	     	1992-11-26	299.6110	+35.2528
   94204	 8.86138	071.39	+03.08	299.6104	+35.2546	  	1RXH J195826.4+351516	  3	 1.90e-02	 4.4e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.6104	+35.2546
   94265	 8.85152	071.39	+03.05	299.6450	+35.2388	  	1RXH J195834.8+351419	  5	 1.69e-02	 4.2e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6450	+35.2388
   94230	 8.85360	071.39	+03.07	299.6288	+35.2499	  	1RXH J195830.9+351459	  5	 1.27e-02	 3.9e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6288	+35.2499
   94177	 8.86161	071.39	+03.10	299.5959	+35.2670	  	1RXH J195823.0+351601	  5	 1.60e-02	 4.2e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.5959	+35.2670
   94301	 8.83050	071.40	+02.99	299.7114	+35.2119	  	1RXH J195850.7+351242	 11	 6.61e-03	 3.2e-03	N	..e.i._.npav.	....F.._	     	1992-11-26	299.7114	+35.2119
   94289	 8.83867	071.40	+03.02	299.6774	+35.2294	  	1RXH J195842.5+351345	  6	 1.45e-02	 4.0e-03	N	..e.iu_.npav.	....F.._	     	1992-11-26	299.6774	+35.2294
   94292	 8.83732	071.40	+03.02	299.6791	+35.2299	  	1RXH J195842.9+351347	  4	 1.08e-02	 3.6e-03	T	....iu_.n.av.	....F.._	     	1992-11-26	299.6791	+35.2299
   94242	 8.84934	071.40	+03.07	299.6317	+35.2536	  	1RXH J195831.6+351513	  6	 2.21e-02	 4.7e-03	N	..efiu_m.pav.	....F.._	     	1992-11-26	299.6317	+35.2536
   94266	 8.84549	071.40	+03.05	299.6456	+35.2471	  	1RXH J195834.9+351449	  4	 1.25e-02	 3.8e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6456	+35.2471
   94293	 8.83658	071.40	+03.02	299.6800	+35.2302	  	1RXH J195843.1+351348	  3	 1.15e-02	 3.7e-03	T	......_.n....	....F.._	     	1992-11-26	299.6800	+35.2302
   94300	 8.82929	071.40	+03.00	299.7044	+35.2197	  	1RXH J195849.0+351310	  8	 9.72e-03	 3.5e-03	N	..e.i._.npav.	....F.._	     	1992-11-26	299.7044	+35.2197
   94278	 8.83881	071.40	+03.04	299.6629	+35.2418	  	1RXH J195839.1+351430	  8	 7.80e-03	 3.3e-03	N	..e.iu_.npav.	....F.._	     	1992-11-26	299.6629	+35.2418
   94255	 8.84544	071.40	+03.06	299.6347	+35.2567	  	1RXH J195832.3+351524	  4	 1.60e-02	 4.2e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6347	+35.2567
   94154	 8.86065	071.40	+03.12	299.5729	+35.2887	  	1RXH J195817.4+351719	  7	 1.16e-02	 3.8e-03	N	..e.i._.npav.	....F.._	     	1992-11-26	299.5729	+35.2887
   94276	 8.83735	071.40	+03.04	299.6611	+35.2455	  	1RXH J195838.6+351443	  7	 9.38e-03	 3.5e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6611	+35.2455
   94196	 8.85109	071.40	+03.10	299.6045	+35.2749	  	1RXH J195825.0+351629	  7	 1.33e-02	 3.9e-03	T	....i._.n.av.	....F.._	     	1992-11-26	299.6045	+35.2749
   94279	 8.83325	071.41	+03.04	299.6682	+35.2453	  	1RXH J195840.3+351443	  8	 1.09e-02	 3.7e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.6682	+35.2453
   94223	 8.84124	071.41	+03.08	299.6238	+35.2724	  	1RXH J195829.7+351620	  6	 1.82e-02	 4.4e-03	N	..efiu_m.pav.	....F.._	     	1992-11-26	299.6238	+35.2724
   94228	 8.83925	071.41	+03.08	299.6276	+35.2720	  	1RXH J195830.6+351619	  4	 1.34e-02	 4.0e-03	T	..e.i._.npav.	....F.._	     	1992-11-26	299.6276	+35.2720
   94285	 8.82591	071.41	+03.03	299.6741	+35.2509	  	1RXH J195841.7+351503	  9	 6.29e-03	 3.2e-03	N	..efi._m.pav.	....F.._	     	1992-11-26	299.6741	+35.2509
   94268	 8.83278	071.41	+03.06	299.6463	+35.2651	  	1RXH J195835.1+351554	  8	 1.00e-02	 3.6e-03	N	..e.i._.npav.	....F.._	     	1992-11-26	299.6463	+35.2651
   94318	 8.75646	071.48	+03.02	299.7318	+35.3022	  	1RXH J195855.6+351808	  3	 8.74e-03	 3.9e-03	T	......_.n....	....F.._	     	1992-11-26	299.7318	+35.3022
   94320	 8.75562	071.48	+03.02	299.7331	+35.3023	  	1RXH J195855.9+351808	  4	 7.82e-03	 3.8e-03	T	.....u_.n....	....F.._	     	1992-11-26	299.7331	+35.3023
   93870	 8.99234	072.31	+05.48	297.6364	+37.2750	  	1RXH J195032.7+371629	  4	 3.36e-03	 1.3e-03	N	......_.n....	......._	     	1995-10-13	297.6364	+37.2750
   93943	 8.70822	072.34	+04.97	298.2074	+37.0387	  	1RXH J195249.7+370219	  2	 2.09e-02	 3.0e-03	P	.d..i._.np.v.	......._	     	1995-10-13	298.2074	+37.0387
   93944	 8.70792	072.34	+04.97	298.2077	+37.0389	  	1RXH J195249.8+370220	  4	 2.00e-02	 2.9e-03	P	.d..iu_.np.v.	......._	     	1995-10-13	298.2077	+37.0389
   93945	 8.70588	072.34	+04.97	298.2100	+37.0398	  	1RXH J195250.3+370223	  6	 2.08e-02	 3.0e-03	N	.d..iu_..p.v.	......._	     	1995-10-13	298.2100	+37.0398
   93897	 8.77163	072.44	+05.27	297.9469	+37.2804	 4	1RXH J195147.2+371649	  1	 1.21e-02	 1.2e-03	N	.....u_......	......._	     	1995-10-13	297.9469	+37.2804
   93898	 8.77172	072.44	+05.27	297.9467	+37.2805	 4	1RXH J195147.2+371649	  2	 1.21e-02	 1.2e-03	N	.....u_......	......._	     	1995-10-13	297.9467	+37.2805
   93899	 8.77156	072.44	+05.27	297.9470	+37.2804	 4	1RXH J195147.2+371649	  4	 1.21e-02	 1.2e-03	N	.....u_......	......._	     	1995-10-13	297.9470	+37.2804
   93896	 8.77151	072.44	+05.27	297.9470	+37.2805	 4	1RXH J195147.2+371649	  1	 1.21e-02	 1.2e-03	N	......_......	.......+	     	1995-10-13	297.9470	+37.2805
   93904	 8.69753	072.54	+05.29	297.9877	+37.3772	  	1RXH J195157.0+372237	  1	 6.28e-03	 9.7e-04	P	......_......	.......+	     	1995-10-13	297.9877	+37.3772
   93905	 8.69727	072.54	+05.29	297.9878	+37.3776	  	1RXH J195157.0+372239	  2	 6.28e-03	 9.7e-04	P	.....u_......	......._	     	1995-10-13	297.9878	+37.3776
   93906	 8.69702	072.54	+05.29	297.9881	+37.3777	  	1RXH J195157.1+372239	  4	 6.28e-03	 9.7e-04	N	.....u_......	......._	     	1995-10-13	297.9881	+37.3777
   93907	 8.69669	072.54	+05.29	297.9885	+37.3778	  	1RXH J195157.2+372240	  5	 6.38e-03	 9.8e-04	N	.....u_......	......._	     	1995-10-13	297.9885	+37.3778
   93882	 8.75978	072.56	+05.43	297.8432	+37.4634	  	1RXH J195122.3+372748	  7	 2.73e-03	 1.0e-03	N	.....u_.n....	......._	     	1995-10-13	297.8432	+37.4634
   93883	 8.75930	072.56	+05.43	297.8440	+37.4632	  	1RXH J195122.5+372747	  5	 2.32e-03	 9.8e-04	P	......_.n....	......._	     	1995-10-13	297.8440	+37.4632
   93924	 8.61768	072.56	+05.17	298.1288	+37.3364	  	1RXH J195230.9+372011	  6	 6.47e-03	 1.1e-03	N	.....u_......	......._	     	1995-10-13	298.1288	+37.3364
   93926	 8.61653	072.56	+05.17	298.1299	+37.3372	  	1RXH J195231.1+372013	  2	 5.96e-03	 1.1e-03	P	.....u_......	......._	     	1995-10-13	298.1299	+37.3372
