#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9030
#Name: IX/30
#Title:	Second ROSAT PSPC Catalog (ROSAT, 2000)
#Table	IX_30_2rxp:
#Name: IX/30/2rxp
#Title:	The 2RXP Catalog
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RAJ2000=308.2000, DEJ2000=+41.0000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	Seq	(A16)	ROSAT detection sequence number        (link)	[ucd=ID_NUMBER]
#Column	S	(A1)	[S] for source in "short" catalog        (link)	[ucd=CODE_MISC]
#Column	m_2RXP	(A1)	[a-l] Multiplicity index	[ucd=CODE_MULT_INDEX]
#Column	2RXP	(A16)	2RXP designation (Jhhmmss.s+ddmmss)	[ucd=ID_MAIN]
#Column	Crate	(E10.3)	Estimate of net count rate	[ucd=PHOT_COUNT-RATE_X]
#Column	SrcFlags	(A13)	[cdefislmnpavw.] Source Flags	[ucd=CODE_MISC]
#Column	RAJ2000	(F8.4)	Source Right ascension (J2000)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F8.4)	Source Declination (J2000)	[ucd=POS_EQ_DEC_MAIN]
#Column	HR1	(F5.2)	Hardness ratio 1 (truncated to -9.99...99.99)	[ucd=SPECT_HARDNESS-RATIO]
#Column	HR2	(F5.2)	hardness ratio 2 (truncated to -9.99...99.99)	[ucd=SPECT_HARDNESS-RATIO]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	Seq	S	m_2RXP	2RXP	Crate	SrcFlags	RAJ2000	DEJ2000	HR1	HR2
   85257	 2.71436	077.82	+02.39	304.7513	+40.2786	2rp400386n00.021	S	 	J201900.3+401643	 3.168e-03	.............	304.7513	+40.2786	 0.23	 0.12
   85465	 2.59006	077.82	+02.18	304.9708	+40.1664	2rp500245n00.024	 	 	J201953.0+400959	 9.435e-03	...fislmnpav.	304.9708	+40.1664	 0.49	 0.88
   85624	 2.48713	077.82	+02.00	305.1688	+40.0625	2rp500245n00.057	 	 	J202040.5+400344	 2.240e-02	...fislm.pav.	305.1688	+40.0625	 1.02	 0.94
   85568	 2.52819	077.82	+02.08	305.0875	+40.1056	2rp500245n00.041	 	 	J202021.0+400620	 1.321e-02	...fislmnpav.	305.0875	+40.1056	 1.45	-0.09
   84990	 3.61531	077.82	+03.61	303.4105	+40.9664	2rp500207n00.019	 	 	J201338.5+405759	 1.098e-02	........n....	303.4105	+40.9664	 3.38	 0.10
   85442	 2.60088	077.82	+02.21	304.9484	+40.1822	2rp400386n00.039	 	 	J201947.6+401055	 1.132e-02	...fislmnpav.	304.9484	+40.1822	 1.41	 0.99
   85599	 2.50363	077.82	+02.04	305.1313	+40.0883	2rp500245n00.051	 	 	J202031.5+400518	 1.467e-02	...fislm.pav.	305.1313	+40.0883	 1.37	 0.43
   85582	 2.51565	077.83	+02.06	305.1071	+40.1019	2rp500245n00.043	 	 	J202025.7+400606	 1.346e-02	...fislmnpav.	305.1071	+40.1019	 1.03	 0.96
   85602	 2.49951	077.83	+02.03	305.1383	+40.0861	2rp500244n00.083	 	 	J202033.2+400510	 2.804e-02	.d.fisl..p.v.	305.1383	+40.0861	 1.30	 0.36
   85431	 2.60525	077.83	+02.22	304.9375	+40.1928	2rp900157n00.026	 	 	J201945.0+401134	 1.806e-02	.d.fisl..p.v.	304.9375	+40.1928	 0.62	 0.15
   85397	 2.62584	077.83	+02.26	304.8984	+40.2167	2rp500245n00.012	 	 	J201935.6+401300	 8.283e-03	...fislmnpav.	304.8984	+40.2167	 1.73	 0.55
   85516	 2.55343	077.83	+02.14	305.0304	+40.1486	2rp500245n00.026	 	 	J202007.3+400855	 1.667e-03	...fislmnp.v.	305.0304	+40.1486	 2.23	 1.63
   85544	 2.53167	077.83	+02.10	305.0704	+40.1294	2rp400386n00.055	 	 	J202016.9+400746	 2.226e-02	.de.isl.npav.	305.0704	+40.1294	 1.01	 0.77
   85438	 2.59864	077.83	+02.22	304.9458	+40.1947	2rp500245n00.014	 	 	J201947.0+401140	 8.637e-03	...fislmnpav.	304.9458	+40.1947	 0.35	 0.73
   85463	 2.58532	077.83	+02.19	304.9700	+40.1822	2rp500245n00.021	 	 	J201952.8+401056	 8.857e-03	...fislmnpav.	304.9700	+40.1822	 1.07	 0.42
   85488	 2.56653	077.84	+02.17	305.0017	+40.1703	2rp500245n00.022	 	 	J202000.4+401012	 8.692e-03	...fislmnpav.	305.0017	+40.1703	 0.59	 0.44
   85596	 2.49868	077.84	+02.05	305.1288	+40.1061	2rp500245n00.039	 	 	J202030.9+400621	 1.755e-02	...fislmnpav.	305.1288	+40.1061	 1.01	 1.01
   85405	 2.61507	077.84	+02.26	304.9100	+40.2242	2rp400386n00.028	 	 	J201938.4+401327	 1.075e-02	....isl.n.av.	304.9100	+40.2242	 0.99	-0.28
   85409	 2.61022	077.85	+02.26	304.9125	+40.2339	2rp500245n00.007	 	 	J201939.0+401402	 6.427e-03	...fislmnpav.	304.9125	+40.2339	 0.88	 0.13
   85416	 2.60599	077.85	+02.25	304.9192	+40.2319	2rp400386n00.026	 	 	J201940.6+401354	 9.097e-03	....isl.n.av.	304.9192	+40.2319	 0.92	 0.86
   85098	 3.24542	077.85	+03.17	303.9209	+40.7450	2rp500207n00.039	 	 	J201541.0+404442	 3.907e-03	.d..isl.np.v.	303.9209	+40.7450	 0.49	 0.30
   85462	 2.57435	077.86	+02.22	304.9671	+40.2222	2rp500245n00.009	 	 	J201952.1+401320	 6.045e-03	...fislmnp.v.	304.9671	+40.2222	 2.03	 0.89
   85344	 2.64064	077.86	+02.33	304.8504	+40.2831	2rp400386n00.020	 	 	J201924.1+401659	 1.878e-03	.....sl.n..v.	304.8504	+40.2831	 0.25	 0.59
   85480	 2.56263	077.87	+02.20	304.9854	+40.2175	2rp400386n00.030	 	 	J201956.5+401303	 4.055e-03	.....sl.n..v.	304.9854	+40.2175	 0.58	 0.36
   85216	 2.73713	077.87	+02.48	304.6855	+40.3747	2rp400386n00.017	 	 	J201844.5+402229	 6.231e-03	........n....	304.6855	+40.3747	-0.07	 1.01
   85592	 2.48906	077.87	+02.08	305.1196	+40.1503	2rp400386n00.048	 	 	J202028.7+400900	 2.811e-02	.de.isl.npav.	305.1196	+40.1503	 0.94	 0.92
   85636	 2.44716	077.88	+02.02	305.1938	+40.1206	2rp900157n00.034	 	 	J202046.5+400714	 9.698e-03	.d.fislmnpav.	305.1938	+40.1206	 1.07	 0.82
   85615	 2.46797	077.88	+02.06	305.1517	+40.1453	2rp900157n00.031	 	 	J202036.4+400843	 4.467e-02	.de.islmnpav.	305.1517	+40.1453	 0.87	 1.00
   85329	 2.64500	077.88	+02.35	304.8325	+40.3139	2rp400386n00.018	 	 	J201919.8+401850	 1.906e-03	.....sl.n..v.	304.8325	+40.3139	 1.00	 2.10
   85675	 2.40242	077.88	+01.94	305.2771	+40.0842	2rp500245n00.053	 	 	J202106.5+400502	 3.446e-03	....isl.n.av.	305.2771	+40.0842	 0.98	 0.86
   85617	 2.45955	077.89	+02.06	305.1575	+40.1572	2rp500245n00.025	 	 	J202037.8+400925	 9.400e-03	.....sl.n..v.	305.1575	+40.1572	 0.95	 0.89
   85680	 2.38834	077.89	+01.93	305.2967	+40.0850	2rp400386n00.062	S	 	J202111.2+400506	 1.168e-02	.d..isl..p.v.	305.2967	+40.0850	 0.76	 0.58
   85062	 3.34925	077.89	+03.34	303.7692	+40.8728	2rp500207n00.029	 	 	J201504.6+405222	 9.927e-03	........n....	303.7692	+40.8728	 0.43	-0.65
   85658	 2.41464	077.90	+01.98	305.2429	+40.1147	2rp900157n00.035	 	 	J202058.3+400653	 3.281e-02	.de.islmnpav.	305.2429	+40.1147	 0.81	 0.64
   85306	 2.65452	077.90	+02.39	304.8088	+40.3428	2rp500245n00.006	 	 	J201914.1+402033	 1.861e-03	........n....	304.8088	+40.3428	 1.06	 0.88
   85688	 2.38100	077.90	+01.93	305.3075	+40.0844	2rp500245n00.047	 	 	J202113.8+400504	 1.304e-02	.de.isl.npav.	305.3075	+40.0844	 0.97	 0.97
   85175	 2.79161	077.92	+02.61	304.5771	+40.4897	2rp400386n00.010	 	 	J201818.5+402922	 1.924e-03	.....sl.n..v.	304.5771	+40.4897	 1.44	 0.84
   85666	 2.39513	077.92	+01.98	305.2596	+40.1350	2rp900157n00.033	 	 	J202102.3+400805	 1.459e-02	.d.fislmnpav.	305.2596	+40.1350	 0.93	 0.47
   85299	 2.65124	077.92	+02.41	304.8008	+40.3781	2rp400386n00.016	 	 	J201912.2+402241	 1.693e-03	........n....	304.8008	+40.3781	 0.97	 0.79
   85925	 2.07360	077.92	+00.11	307.2484	+39.0586	2rp200412n00.003	 	 	J202859.6+390331	 6.852e-03	........n....	307.2484	+39.0586	 0.28	 0.59
   85034	 3.41879	077.93	+03.45	303.6713	+40.9586	2rp500207n00.020	S	 	J201441.1+405731	 2.083e-02	...........v.	303.6713	+40.9586	 0.95	 0.40
   85475	 2.54253	077.93	+02.25	304.9809	+40.2931	2rp400386n00.019	 	 	J201955.4+401735	 4.464e-03	........n....	304.9809	+40.2931	 1.01	 0.99
   85648	 2.40568	077.93	+02.02	305.2300	+40.1633	2rp900157n00.029	 	 	J202055.2+400948	 1.483e-02	.d.fislmnpav.	305.2300	+40.1633	 0.98	 1.22
   86110	 2.24651	077.94	-00.38	307.7704	+38.7778	2rp200412a01.008	 	 	J203104.9+384640	 2.733e-02	.d.fisl..p.v.	307.7704	+38.7778	 0.31	 0.23
   85669	 2.38225	077.94	+01.99	305.2700	+40.1497	2rp500245n00.027	 	 	J202104.8+400858	 1.211e-02	.....sl.n..v.	305.2700	+40.1497	 0.77	 0.58
   85008	 3.54340	077.94	+03.61	303.5029	+41.0611	2rp500207n00.014	S	 	J201400.7+410340	 4.721e-03	.............	303.5029	+41.0611	 0.46	-0.01
   85196	 2.74645	077.94	+02.58	304.6379	+40.4892	2rp400386n00.009	 	 	J201833.1+402921	 2.015e-03	.....sl.n..v.	304.6379	+40.4892	 1.04	-0.25
   85061	 3.35022	077.95	+03.38	303.7629	+40.9447	2rp500207n00.022	 	 	J201503.1+405641	 1.879e-03	.....sl.n..v.	303.7629	+40.9447	 0.36	 0.73
   85229	 2.69804	077.96	+02.52	304.7079	+40.4719	2rp400386n00.011	S	 	J201849.9+402819	 3.693e-03	.....sl....v.	304.7079	+40.4719	-0.06	 0.19
   85076	 3.31038	077.96	+03.34	303.8167	+40.9275	2rp500207n00.025	 	 	J201516.0+405538	 9.919e-03	...fislmnpav.	303.8167	+40.9275	 0.88	 0.20
   84984	 3.63907	077.97	+03.74	303.3763	+41.1567	2rp500207n00.008	 	 	J201330.3+410924	 6.238e-03	........n....	303.3763	+41.1567	 1.40	 0.05
   85072	 3.31572	077.97	+03.35	303.8088	+40.9414	2rp500207n00.021	 	 	J201514.1+405628	 9.547e-03	...fislmnpav.	303.8088	+40.9414	 0.68	-0.04
   85083	 3.29371	077.98	+03.33	303.8383	+40.9356	2rp500207n00.023	 	 	J201521.2+405608	 2.752e-03	...fislmnp.v.	303.8383	+40.9356	 3.32	-0.58
   85033	 3.41886	077.98	+03.48	303.6688	+41.0217	2rp500207n00.018	 	 	J201440.5+410118	 2.607e-03	........n....	303.6688	+41.0217	 1.04	 0.10
   85106	 3.19421	077.98	+03.21	303.9746	+40.8733	2rp500207n00.030	 	 	J201553.9+405224	 7.105e-03	.d..isl.np.v.	303.9746	+40.8733	 1.44	 0.57
   85674	 2.35477	077.99	+02.02	305.2758	+40.2144	2rp900157n00.024	 	 	J202106.2+401252	 4.648e-03	.....sl.n..v.	305.2758	+40.2144	 1.31	 1.06
   85921	 1.97477	077.99	+00.23	307.1742	+39.1878	2rp200412a01.005	 	 	J202841.8+391116	 6.075e-03	........n....	307.1742	+39.1878	-0.24	 1.43
   85361	 2.58571	078.01	+02.41	304.8675	+40.4450	2rp400386n00.013	 	 	J201928.2+402642	 5.033e-03	.....sl.n..v.	304.8675	+40.4450	 0.03	 0.98
   85356	 2.58338	078.02	+02.42	304.8654	+40.4619	2rp400386n00.012	 	 	J201927.7+402743	 1.599e-03	.....sl.n..v.	304.8654	+40.4619	 0.74	 0.48
   85772	 2.15092	078.03	+01.69	305.6559	+40.0578	2rp400386n00.064	S	 	J202237.4+400328	 1.341e-02	.....sl....v.	305.6559	+40.0578	 0.84	 0.46
   85066	 3.32728	078.04	+03.41	303.7900	+41.0308	2rp500207n00.015	 	 	J201509.6+410151	 7.509e-03	........n....	303.7900	+41.0308	 0.22	-0.49
   85112	 3.16482	078.05	+03.22	304.0092	+40.9336	2rp500207n00.024	 	 	J201602.2+405601	 8.941e-03	.d..isl.np.v.	304.0092	+40.9336	 1.32	 0.61
   85495	 2.48611	078.05	+02.31	305.0067	+40.4314	2rp400386n00.015	 	 	J202001.6+402553	 1.843e-03	.....sl.n..v.	305.0067	+40.4314	 0.12	 0.38
   85781	 2.13179	078.05	+01.70	305.6663	+40.0847	2rp500245n00.048	S	 	J202239.9+400504	 1.437e-02	.d..isl..p.v.	305.6663	+40.0847	 0.66	 0.52
   85085	 3.27071	078.06	+03.36	303.8651	+41.0261	2rp500207n00.017	 	 	J201527.6+410134	 7.806e-03	.....sl.n..v.	303.8651	+41.0261	 0.72	-0.40
   85722	 2.22947	078.07	+01.91	305.4521	+40.2133	2rp900157n00.025	 	 	J202148.5+401248	 3.427e-03	.....sl.n..v.	305.4521	+40.2133	 0.98	 0.95
   86115	 2.10181	078.07	-00.33	307.8159	+38.9189	2rp200412a01.007	S	 	J203115.8+385508	 1.988e-02	.d..isl..p.v.	307.8159	+38.9189	-0.47	-0.45
   85162	 2.80496	078.08	+02.79	304.5088	+40.7244	2rp500207n00.042	S	 	J201802.1+404327	 2.439e-02	...........v.	304.5088	+40.7244	 0.88	 0.21
   85543	 2.43922	078.08	+02.28	305.0688	+40.4358	2rp400386n00.014	S	 	J202016.5+402609	 5.284e-03	.....sl....v.	305.0688	+40.4358	 0.56	 0.46
   85547	 2.43716	078.09	+02.27	305.0713	+40.4367	2rp500244n00.079	 	 	J202017.1+402612	 4.869e-03	........n....	305.0713	+40.4367	 0.75	 0.00
   85545	 2.43683	078.09	+02.28	305.0709	+40.4392	2rp500245n00.004	S	 	J202017.0+402621	 8.532e-03	.d..isl..p.v.	305.0709	+40.4392	 0.68	 0.41
   85166	 2.79078	078.09	+02.78	304.5279	+40.7228	2rp500245n00.003	S	 	J201806.7+404321	 3.028e-02	.d..isl..p.v.	304.5279	+40.7228	 0.88	-0.11
   85165	 2.79249	078.09	+02.78	304.5250	+40.7267	2rp400386n00.004	S	 	J201806.0+404336	 4.065e-02	...........v.	304.5250	+40.7267	 0.85	 0.04
   85560	 2.42948	078.09	+02.27	305.0804	+40.4406	2rp900157n00.009	 	 	J202019.3+402625	 5.176e-03	.d..isl.np.v.	305.0804	+40.4406	 0.98	 0.37
   85168	 2.78881	078.10	+02.78	304.5296	+40.7286	2rp500244n00.060	S	 	J201807.1+404342	 6.379e-02	.d..isl..p.vw	304.5296	+40.7286	 0.83	 0.09
   85169	 2.78699	078.10	+02.78	304.5317	+40.7306	2rp500206n00.085	 	 	J201807.6+404350	 5.889e-02	.d..isl.np.v.	304.5317	+40.7306	 0.95	 0.09
   85087	 3.26094	078.10	+03.37	303.8775	+41.0642	2rp500207n00.013	 	 	J201530.6+410351	 8.529e-03	.....sl.n..v.	303.8775	+41.0642	 1.40	-0.08
   85719	 2.22077	078.10	+01.94	305.4417	+40.2583	2rp400386n00.022	S	 	J202146.0+401530	 9.828e-03	.....sl....v.	305.4417	+40.2583	 0.85	 0.55
   85718	 2.22431	078.10	+01.95	305.4350	+40.2619	2rp900157n00.019	 	 	J202144.4+401543	 2.394e-03	.....sl.n..v.	305.4350	+40.2619	 1.60	 0.27
   85052	 3.38486	078.10	+03.52	303.7138	+41.1494	2rp500207n00.009	 	 	J201451.3+410858	 1.021e-02	.....sl.n..v.	303.7138	+41.1494	 0.49	 0.08
   85783	 2.10183	078.11	+01.73	305.6709	+40.1469	2rp900157n00.032	 	 	J202241.0+400848	 1.704e-02	.d..isl.np.v.	305.6709	+40.1469	 1.08	 0.98
   85073	 3.31154	078.11	+03.44	303.8105	+41.1136	2rp500207n00.012	S	 	J201514.5+410648	 1.090e-02	.....sl....v.	303.8105	+41.1136	 0.44	-0.19
   85311	 2.59199	078.11	+02.53	304.8159	+40.6036	2rp400386n00.007	 	 	J201915.8+403613	 1.187e-02	........n....	304.8159	+40.6036	 0.98	 0.81
   85768	 2.10757	078.12	+01.77	305.6446	+40.1775	2rp900157n00.027	 	 	J202234.7+401038	 3.893e-03	.....sl.n..v.	305.6446	+40.1775	 0.95	 0.57
   85320	 2.58529	078.12	+02.53	304.8234	+40.6100	2rp500244n00.072	 	 	J201917.6+403636	 3.024e-03	.....sl.n..v.	304.8234	+40.6100	 0.91	 0.42
   85425	 2.51162	078.13	+02.43	304.9342	+40.5600	2rp500244n00.075	 	 	J201944.2+403336	 5.511e-03	.....sl.n..v.	304.9342	+40.5600	 1.85	 0.49
   85084	 3.27239	078.14	+03.41	303.8625	+41.1158	2rp500207n00.011	 	 	J201527.0+410657	 6.839e-03	.....sl.n..v.	303.8625	+41.1158	 1.04	-0.58
   85026	 3.45239	078.14	+03.63	303.6275	+41.2358	2rp500207n00.005	 	 	J201430.6+411409	 9.437e-03	.d..isl.np.v.	303.6275	+41.2358	 0.17	 0.95
   85030	 3.43151	078.14	+03.60	303.6546	+41.2231	2rp500207n00.006	 	 	J201437.1+411323	 2.861e-03	.....sl.n..v.	303.6546	+41.2231	 0.71	-0.01
   85542	 2.42294	078.14	+02.32	305.0684	+40.5064	2rp500244n00.076	 	 	J202016.4+403023	 2.186e-03	........n....	305.0684	+40.5064	 0.77	 0.26
   85059	 3.36603	078.14	+03.53	303.7400	+41.1861	2rp500207n00.007	 	 	J201457.6+411110	 9.340e-03	.....sl.n..v.	303.7400	+41.1861	 1.75	-0.78
   85727	 2.18994	078.15	+01.95	305.4633	+40.3033	2rp900157n00.017	 	 	J202151.2+401812	 8.964e-03	.....sl.n..v.	305.4633	+40.3033	-0.21	-0.17
   85401	 2.52493	078.15	+02.47	304.9063	+40.6006	2rp500244n00.074	 	 	J201937.5+403601	 1.891e-03	.....sl.n..v.	304.9063	+40.6006	 1.71	 0.37
   85769	 2.09184	078.15	+01.79	305.6454	+40.2158	2rp400386n00.031	S	 	J202234.9+401256	 1.177e-02	.....sl....v.	305.6454	+40.2158	 0.50	 0.65
   85798	 2.02750	078.16	+01.67	305.7780	+40.1475	2rp900157n00.030	 	 	J202306.7+400851	 2.663e-02	.de.isl.np.v.	305.7780	+40.1475	 0.31	 0.42
   85974	 1.86874	078.16	+00.05	307.4908	+39.2117	2rp200412a01.004	 	 	J202957.8+391242	 8.429e-03	...fisl..p.v.	307.4908	+39.2117	-1.22	 0.00
   85729	 2.18385	078.16	+01.96	305.4654	+40.3172	2rp500246n00.040	 	 	J202151.7+401901	 1.391e-02	.d.fislmnpav.	305.4654	+40.3172	 0.87	 0.15
   85426	 2.50444	078.16	+02.45	304.9342	+40.5986	2rp400386n00.008	 	 	J201944.2+403555	 3.607e-03	........n....	304.9342	+40.5986	 0.66	 0.88
   85766	 2.09409	078.16	+01.81	305.6321	+40.2344	2rp900157n00.022	 	 	J202231.7+401404	 1.306e-02	...fislmnpav.	305.6321	+40.2344	 1.08	 0.98
   85969	 1.85786	078.16	+00.06	307.4825	+39.2250	2rp200412n00.002	S	 	J202955.8+391330	 5.443e-02	.............	307.4825	+39.2250	-1.06	 0.00
   85970	 1.85766	078.17	+00.06	307.4834	+39.2250	2rp200412a01.003	S	 	J202956.0+391330	 4.116e-02	.....sl....v.	307.4834	+39.2250	 0.00	 0.00
   85371	 2.54184	078.17	+02.51	304.8750	+40.6392	2rp500244n00.070	 	 	J201930.0+403820	 2.878e-03	.....sl.n..v.	304.8750	+40.6392	 0.71	-0.53
   85099	 3.21303	078.19	+03.37	303.9417	+41.1367	2rp500207n00.010	 	 	J201546.0+410812	 1.028e-02	.d..isl.np.v.	303.9417	+41.1367	 0.50	 0.27
   85285	 2.60213	078.19	+02.61	304.7809	+40.7100	2rp500244n00.063	 	 	J201907.4+404236	 8.136e-03	........n....	304.7809	+40.7100	 1.07	 0.43
   85651	 2.30668	078.19	+02.19	305.2359	+40.4736	2rp500244n00.077	 	 	J202056.6+402825	 6.346e-03	.....sl.n..v.	305.2359	+40.4736	 1.84	 1.12
   85732	 2.15517	078.19	+01.95	305.4963	+40.3369	2rp500246n00.035	 	 	J202159.1+402012	 1.696e-02	...fislmnpav.	305.4963	+40.3369	 0.89	 1.10
   85286	 2.60166	078.19	+02.61	304.7809	+40.7136	2rp500206n00.086	 	 	J201907.4+404249	 7.164e-03	.d..isl.np.v.	304.7809	+40.7136	 0.99	 0.87
   85744	 2.13608	078.19	+01.92	305.5279	+40.3256	2rp500246n00.039	 	 	J202206.7+401931	 1.758e-02	..efislmnpav.	305.5279	+40.3256	 1.01	 0.92
   85752	 2.12575	078.19	+01.91	305.5463	+40.3169	2rp900157n00.015	 	 	J202211.1+401901	 3.262e-03	........n....	305.5463	+40.3169	 0.92	 1.07
   85784	 2.05430	078.20	+01.78	305.6808	+40.2486	2rp900157n00.020	 	 	J202243.4+401455	 2.218e-02	...fislmnpav.	305.6808	+40.2486	 1.02	 0.95
   85663	 2.29419	078.20	+02.18	305.2521	+40.4758	2rp500246n00.025	 	 	J202100.5+402832	 1.767e-02	.d..isl.np.v.	305.2521	+40.4758	 0.64	 1.26
   86129	 2.04306	078.20	-00.43	308.0238	+38.9614	2rp200412a01.006	S	 	J203205.7+385741	 2.026e-02	.............	308.0238	+38.9614	 0.06	-0.82
   85235	 2.64585	078.20	+02.68	304.7142	+40.7639	2rp500244n00.056	 	 	J201851.4+404549	 1.254e-02	.d.fislmnp.v.	304.7142	+40.7639	 0.24	 0.36
   85682	 2.26174	078.21	+02.15	305.2992	+40.4667	2rp900157n00.006	 	 	J202111.8+402759	 5.525e-03	........n....	305.2992	+40.4667	 0.60	 0.21
   85786	 2.04436	078.21	+01.79	305.6863	+40.2647	2rp500246n00.042	 	 	J202244.7+401552	 2.850e-02	.defislmnpav.	305.6863	+40.2647	 0.90	 1.10
   85683	 2.26111	078.21	+02.15	305.2992	+40.4692	2rp500244n00.078	 	 	J202111.8+402808	 7.038e-03	.d..isl.np.v.	305.2992	+40.4692	 0.36	 0.22
   85448	 2.48114	078.21	+02.47	304.9538	+40.6497	2rp500244n00.069	 	 	J201948.9+403858	 2.785e-03	........n....	304.9538	+40.6497	 0.72	-0.41
   85144	 2.88420	078.21	+02.99	304.3804	+40.9447	2rp500206n00.046	 	 	J201731.3+405641	 1.357e-02	.....sl.n..v.	304.3804	+40.9447	 1.97	-0.25
   85206	 2.68276	078.22	+02.74	304.6596	+40.8058	2rp500244n00.040	 	 	J201838.3+404820	 2.870e-02	.def...m.....	304.6596	+40.8058	 1.12	 0.75
   85793	 2.01834	078.22	+01.75	305.7342	+40.2442	2rp900157n00.021	 	 	J202256.2+401438	 1.091e-02	...fislmnpav.	305.7342	+40.2442	 0.23	 0.45
   85755	 2.10419	078.22	+01.91	305.5659	+40.3394	2rp500246n00.036	 	 	J202215.8+402021	 1.435e-02	....islmnpav.	305.5659	+40.3394	 0.40	 1.05
   85239	 2.63691	078.22	+02.69	304.7238	+40.7800	2rp500206n00.079	 	 	J201853.7+404648	 8.338e-03	........n....	304.7238	+40.7800	 1.02	 0.84
   85779	 2.05032	078.22	+01.82	305.6650	+40.2897	2rp500246n00.041	 	 	J202239.6+401723	 1.694e-02	.defislmnpav.	305.6650	+40.2897	 0.91	 7.82
   83835	 9.41821	078.23	+09.93	296.3058	+44.5653	2rp500317n00.014	S	 	J194513.3+443355	 2.057e-02	.............	296.3058	+44.5653	-0.48	-0.16
   85071	 3.32053	078.23	+03.53	303.8042	+41.2542	2rp500207n00.004	S	 	J201513.0+411515	 2.180e-02	.d..isl..p.v.	303.8042	+41.2542	 0.60	-0.06
   85577	 2.37999	078.24	+02.35	305.1000	+40.6022	2rp500244n00.073	 	 	J202024.0+403607	 3.039e-03	........n....	305.1000	+40.6022	 1.08	-0.24
   85140	 2.90099	078.24	+03.03	304.3563	+40.9858	2rp500206n00.038	 	 	J201725.5+405909	 1.368e-02	.de.isl.np.v.	304.3563	+40.9858	 0.28	-0.44
   85780	 2.04156	078.24	+01.83	305.6650	+40.3144	2rp900157n00.014	 	 	J202239.6+401852	 3.871e-03	........n....	305.6650	+40.3144	 0.93	 0.74
   85822	 1.95362	078.24	+01.67	305.8380	+40.2242	2rp900157n00.023	 	 	J202321.1+401327	 2.160e-02	.defisl..p.v.	305.8380	+40.2242	 0.90	 0.93
   85418	 2.49679	078.25	+02.52	304.9217	+40.7067	2rp500244n00.064	 	 	J201941.2+404223	 4.224e-03	........n....	304.9217	+40.7067	 1.04	 0.22
   85209	 2.67485	078.25	+02.75	304.6663	+40.8389	2rp500206n00.073	 	 	J201839.9+405019	 2.273e-03	........n....	304.6663	+40.8389	 1.08	-0.22
   85154	 2.83221	078.25	+02.96	304.4488	+40.9539	2rp500206n00.043	 	 	J201747.7+405714	 2.401e-03	.....sl.n..v.	304.4488	+40.9539	 0.59	-0.47
   85270	 2.60266	078.26	+02.67	304.7663	+40.8025	2rp500244n00.045	 	 	J201903.9+404808	 1.502e-02	.d..isl.np.v.	304.7663	+40.8025	 0.73	-0.29
   85774	 2.03843	078.26	+01.85	305.6588	+40.3364	2rp500246n00.038	 	 	J202238.1+402011	 1.969e-02	...fislmnp.v.	305.6588	+40.3364	 0.99	 1.03
   85345	 2.54259	078.26	+02.60	304.8513	+40.7644	2rp500206n00.081	 	 	J201924.3+404551	 1.659e-02	....islmnpav.	304.8513	+40.7644	 0.42	-0.08
   85233	 2.64017	078.26	+02.72	304.7125	+40.8369	2rp500244n00.028	 	 	J201851.0+405012	 7.645e-03	.d.fislmnpav.	304.7125	+40.8369	 1.47	 0.18
   85332	 2.55219	078.27	+02.62	304.8363	+40.7800	2rp500244n00.052	 	 	J201920.7+404648	 1.353e-02	...fislmnpav.	304.8363	+40.7800	 0.69	-0.75
   85807	 1.96371	078.27	+01.73	305.7930	+40.2786	2rp900157n00.018	 	 	J202310.3+401643	 1.374e-02	.d..isl.npav.	305.7930	+40.2786	 0.97	 0.97
   85385	 2.51813	078.27	+02.57	304.8842	+40.7617	2rp500206n00.082	 	 	J201932.2+404542	 1.522e-02	.d.fislmnpav.	304.8842	+40.7617	 1.32	 0.55
   85310	 2.56730	078.28	+02.64	304.8134	+40.8011	2rp500206n00.077	 	 	J201915.2+404804	 1.348e-02	.....sl.n..v.	304.8134	+40.8011	 1.01	-0.83
