#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2126
#Name: II/126
#Title:	IRAS Serendipitous Survey Catalog (IPAC 1986)
#Table	II_126_sources:
#Name: II/126/sources
#Title:	Properties of the point sources identified
#Coosys	B1950:	eq_FK4 1950
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.9, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS/SSC Source Name (1)        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Right Ascension 1950 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Declination 1950 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ANGLE	(I3)	Position Angle of SSC Source Error Box expressed in degrees East of North.	[ucd=ERROR]
#Column	FLUX12	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_12]
#Column	FLUX25	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_25]
#Column	FLUX60	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_60]
#Column	RGRID	(I5)	Reference Grid Number        (link)	[ucd=REFER_CODE]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	ANGLE	FLUX12	FLUX25	FLUX60	RGRID
   35307	 9.28819	070.91	+02.95	299.4424	+34.7814	19558+3438 	19 55 52.8	+34 38 44	 69	 7.60e-02	 7.37e-02	 1.45e+00	14616
   36437	 9.22238	070.92	-01.36	303.8157	+32.4695	20132+3218 	20 13 17.3	+32 18 56	 73	 1.03e-01	 1.28e-01	 3.49e-01	 2793
   35312	 9.24626	070.94	+02.90	299.5176	+34.7787	19561+3438 	19 56 10.8	+34 38 33	 69	 9.66e-02	 7.37e-02	 2.86e-01	14616
   35619	 9.03936	070.95	+01.83	300.6266	+34.2283	20005+3405 	20 00 35.7	+34 05 15	 84	 1.42e-01	 1.69e-01	 1.29e+00	 2049
   35323	 9.20551	070.97	+02.84	299.5944	+34.7731	19564+3438 	19 56 29.2	+34 38 12	 69	 7.60e-02	 7.37e-02	 1.46e+00	14616
   35300	 9.23480	070.99	+03.05	299.3933	+34.8992	19556+3445 	19 55 41.2	+34 45 49	 69	 7.60e-02	 1.00e-01	 2.86e-01	14616
   35308	 9.21719	070.99	+02.98	299.4649	+34.8640	19559+3443 	19 55 58.3	+34 43 41	 69	 5.92e-01	 7.37e-02	 2.86e-01	14616
   35315	 9.16746	071.03	+02.94	299.5357	+34.8757	19562+3444 	19 56 15.3	+34 44 22	 69	 7.60e-02	 2.58e-01	 2.97e+00	14616
   35330	 9.11739	071.04	+02.73	299.7476	+34.7727	19570+3438 	19 57 05.9	+34 38 08	 69	 7.60e-02	 1.26e-01	 2.86e-01	14616
   35310	 9.14935	071.07	+03.02	299.4726	+34.9549	19560+3449 	19 56 00.3	+34 49 08	 69	 2.16e-01	 2.31e-01	 1.78e+00	14616
   35296	 9.16567	071.12	+03.23	299.2764	+35.1015	19552+3457 	19 55 13.5	+34 57 59	 69	 8.43e-02	 8.21e-02	 2.86e-01	14616
   35305	 9.11838	071.12	+03.08	299.4392	+35.0283	19558+3453 	19 55 52.4	+34 53 33	 69	 1.59e-01	 1.32e-01	 2.86e-01	14616
   35317	 9.07437	071.15	+03.00	299.5399	+35.0057	19562+3452 	19 56 16.5	+34 52 10	 69	 1.49e-01	 7.37e-02	 2.86e-01	14616
   35333	 9.01223	071.15	+02.74	299.8058	+34.8732	19573+3444 	19 57 20.0	+34 44 09	 69	 7.60e-02	 7.37e-02	 1.43e+00	14616
   35329	 9.02586	071.15	+02.82	299.7317	+34.9146	19570+3446 	19 57 02.3	+34 46 39	 69	 7.38e-02	 7.02e-02	 2.86e-01	14616
   35337	 8.95883	071.18	+02.64	299.9375	+34.8421	19578+3442 	19 57 51.5	+34 42 15	 69	 1.86e-01	 7.37e-02	 2.04e+00	14616
   35338	 8.95087	071.18	+02.62	299.9537	+34.8402	19579+3442 	19 57 55.4	+34 42 08	 69	 7.60e-02	 2.51e-01	 2.86e-01	14616
   35326	 9.01341	071.19	+02.95	299.6279	+35.0189	19566+3452 	19 56 37.6	+34 52 56	 69	 7.60e-02	 9.82e-02	 2.86e-01	14616
   35309	 9.03790	071.21	+03.11	299.4682	+35.1204	19559+3459 	19 55 59.5	+34 59 04	 69	 7.60e-02	 1.46e-01	 2.75e+00	14616
   35293	 9.10055	071.22	+03.36	299.2145	+35.2540	19549+3507 	19 54 58.9	+35 07 09	 69	 7.60e-02	 7.37e-02	 5.34e-01	14616
   35291	 9.10090	071.23	+03.40	299.1771	+35.2878	19548+3509 	19 54 50.0	+35 09 11	 69	 8.80e-02	 7.37e-02	 2.86e-01	14616
   35297	 9.06910	071.24	+03.30	299.2809	+35.2407	19552+3506 	19 55 14.8	+35 06 20	 69	 7.59e-02	 7.37e-02	 2.86e-01	14616
   35331	 8.94204	071.25	+02.86	299.7494	+35.0191	19571+3452 	19 57 06.7	+34 52 55	 69	 7.60e-02	 1.52e-01	 2.42e+00	14616
   35335	 8.89915	071.27	+02.77	299.8547	+34.9929	19575+3451 	19 57 31.9	+34 51 19	 69	 6.70e-01	 8.51e-01	 7.03e+00	14616
   35336	 8.87033	071.28	+02.71	299.9337	+34.9690	19578+3449 	19 57 50.8	+34 49 52	 69	 7.60e-02	 7.16e-01	 2.86e-01	14616
   35295	 9.03710	071.30	+03.39	299.2286	+35.3366	19550+3512 	19 55 02.4	+35 12 06	 69	 9.11e-02	 8.66e-02	 2.86e-01	14616
   35303	 8.98353	071.30	+03.21	299.4191	+35.2438	19557+3506 	19 55 47.9	+35 06 29	 69	 7.46e-02	 1.10e-01	 1.06e+00	14616
   35306	 8.90954	071.39	+03.24	299.4372	+35.3375	19558+3512 	19 55 52.4	+35 12 06	 69	 7.65e-02	 7.37e-02	 2.86e-01	14616
   35325	 8.85808	071.39	+03.08	299.6105	+35.2593	19565+3507 	19 56 33.8	+35 07 22	 69	 1.44e-01	 1.69e-01	 2.26e+00	14616
   35332	 8.80682	071.40	+02.91	299.7951	+35.1746	19572+3502 	19 57 17.9	+35 02 14	 69	 7.60e-02	 7.37e-02	 8.19e+00	14616
   35318	 8.85390	071.42	+03.16	299.5425	+35.3257	19562+3511 	19 56 17.6	+35 11 22	 69	 3.50e-01	 1.08e-01	 2.86e-01	14616
   35302	 8.88164	071.43	+03.30	299.4109	+35.4032	19557+3516 	19 55 46.2	+35 16 03	 69	 7.60e-02	 1.62e-01	 2.10e+00	14616
   35294	 8.93716	071.43	+03.48	299.2175	+35.4991	19550+3521 	19 55 00.0	+35 21 51	 69	 2.66e-01	 7.37e-02	 2.86e-01	14616
   35292	 8.94597	071.43	+03.52	299.1806	+35.5206	19548+3523 	19 54 51.2	+35 23 09	 69	 7.60e-02	 7.37e-02	 2.86e-01	14616
   35334	 8.76820	071.44	+02.93	299.8061	+35.2210	19573+3505 	19 57 20.6	+35 05 01	 69	 6.80e-01	 7.82e-01	 2.86e-01	14616
   35301	 8.86468	071.46	+03.33	299.3965	+35.4420	19557+3518 	19 55 42.8	+35 18 23	 69	 4.96e-01	 1.30e-01	 2.86e-01	14616
   35328	 8.77735	071.47	+03.06	299.6807	+35.3163	19568+3510 	19 56 50.7	+35 10 46	 69	 2.37e-01	 1.58e-01	 2.86e-01	14616
   35319	 8.80893	071.48	+03.19	299.5467	+35.3888	19563+3515A	19 56 18.7	+35 15 09	 69	 1.60e-01	 7.37e-02	 2.86e-01	14616
   35299	 8.86595	071.48	+03.39	299.3403	+35.4924	19554+3521 	19 55 29.4	+35 21 25	 69	 8.22e-02	 7.37e-02	 2.86e-01	14616
   35320	 8.80189	071.49	+03.20	299.5466	+35.3993	19563+3515B	19 56 18.7	+35 15 47	 69	 7.60e-02	 7.37e-02	 1.16e+00	14616
   35290	 8.90170	071.50	+03.59	299.1525	+35.6163	19547+3528 	19 54 44.6	+35 28 54	 69	 2.14e-01	 1.13e-01	 2.86e-01	14616
   35327	 8.73227	071.53	+03.11	299.6677	+35.3943	19567+3515 	19 56 47.7	+35 15 27	 69	 1.70e-01	 7.37e-02	 2.86e-01	14616
   35311	 8.78059	071.54	+03.30	299.4776	+35.4943	19560+3521 	19 56 02.3	+35 21 30	 69	 6.16e-01	 7.37e-02	 2.86e-01	14616
   35324	 8.69993	071.60	+03.22	299.6019	+35.5018	19565+3521 	19 56 32.1	+35 21 55	 69	 7.60e-02	 7.37e-02	 2.00e+00	14616
   35298	 8.77371	071.61	+03.51	299.3041	+35.6686	19553+3532 	19 55 21.0	+35 32 00	 69	 1.86e-01	 7.37e-02	 2.86e-01	14616
   35321	 8.67004	071.64	+03.27	299.5772	+35.5695	19564+3525 	19 56 26.3	+35 25 59	 69	 6.55e-01	 1.58e-01	 2.86e-01	14616
   35322	 8.64556	071.68	+03.29	299.5774	+35.6064	19564+3528 	19 56 26.4	+35 28 12	 69	 7.60e-02	 7.37e-02	 7.34e-01	14616
   35316	 8.62112	071.72	+03.36	299.5318	+35.6865	19562+3533 	19 56 15.6	+35 33 01	 69	 5.65e-01	 4.28e-01	 2.86e-01	14616
   35304	 8.62524	071.76	+03.49	299.4206	+35.7869	19558+3539 	19 55 49.1	+35 39 04	 69	 1.22e+01	 7.49e+00	 2.86e-01	14616
   35700	 7.05015	073.29	+03.06	300.8604	+36.8571	20015+3642 	20 01 35.7	+36 42 55	 71	 3.74e-01	 2.21e-01	 3.49e-01	14844
   35689	 7.04297	073.36	+03.24	300.7216	+37.0135	20010+3652 	20 01 02.7	+36 52 20	 71	 9.76e-02	 8.58e-02	 3.49e-01	14844
   35688	 7.01122	073.42	+03.29	300.7019	+37.0881	20009+3656 	20 00 58.1	+36 56 49	 71	 7.99e-02	 8.58e-02	 3.49e-01	14844
   35699	 6.95886	073.42	+03.16	300.8485	+37.0187	20015+3652 	20 01 33.1	+36 52 37	 71	 8.30e-02	 8.58e-02	 6.46e-01	14844
   35695	 6.95329	073.45	+03.21	300.8085	+37.0705	20013+3655 	20 01 23.6	+36 55 44	 71	 1.31e-01	 8.58e-02	 3.49e-01	14844
   35708	 6.86706	073.48	+03.07	300.9841	+37.0282	20020+3653 	20 02 05.6	+36 53 09	 71	 7.99e-02	 8.58e-02	 1.05e+00	14844
   35713	 6.79497	073.51	+02.93	301.1510	+36.9747	20027+3649 	20 02 45.5	+36 49 54	 71	 2.10e-01	 8.58e-02	 3.49e-01	14844
   35680	 6.99331	073.52	+03.50	300.5524	+37.2872	20003+3708 	20 00 22.6	+37 08 48	 71	 8.18e-01	 3.72e-01	 3.49e-01	14844
   35704	 6.82741	073.57	+03.19	300.9135	+37.1690	20018+3701 	20 01 48.9	+37 01 37	 71	 1.91e-01	 1.24e-01	 3.49e-01	14844
   35683	 6.92156	073.58	+03.45	300.6433	+37.3087	20007+3710 	20 00 44.4	+37 10 04	 71	 7.99e-02	 8.58e-02	 4.34e-01	14844
   35696	 6.85981	073.58	+03.30	300.8079	+37.2297	20013+3705 	20 01 23.7	+37 05 17	 71	 7.99e-02	 8.87e-02	 3.49e-01	14844
   35709	 6.79093	073.59	+03.13	300.9875	+37.1507	20021+3700 	20 02 06.6	+37 00 30	 71	 9.15e-02	 8.58e-02	 2.13e+00	14844
   35712	 6.73909	073.61	+03.04	301.0966	+37.1214	20025+3658 	20 02 32.7	+36 58 43	 71	 2.64e+00	 2.03e+00	 3.49e-01	14844
   35677	 6.95295	073.62	+03.62	300.4926	+37.4306	20001+3717 	20 00 08.5	+37 17 25	 71	 2.07e-01	 3.52e-01	 3.85e+00	14844
   35697	 6.82394	073.62	+03.31	300.8226	+37.2750	20014+3708 	20 01 27.3	+37 08 00	 71	 7.99e-02	 1.04e-01	 1.26e+00	14844
   35674	 6.96472	073.63	+03.67	300.4448	+37.4673	19599+3719 	19 59 57.1	+37 19 38	 71	 9.48e-01	 3.75e-01	 3.49e-01	14844
   35690	 6.84505	073.63	+03.39	300.7476	+37.3233	20011+3710 	20 01 09.4	+37 10 55	 71	 6.64e-01	 3.33e-01	 3.49e-01	14844
   35701	 6.79536	073.65	+03.29	300.8618	+37.2805	20016+3708 	20 01 36.7	+37 08 19	 71	 9.39e-02	 6.92e-02	 3.49e-01	14844
   35706	 6.75485	073.65	+03.20	300.9631	+37.2378	20020+3705 	20 02 00.9	+37 05 44	 71	 7.99e-02	 1.13e-01	 3.49e-01	14844
   35711	 6.70068	073.67	+03.09	301.0832	+37.1994	20024+3703 	20 02 29.6	+37 03 24	 71	 1.47e-01	 8.58e-02	 3.49e-01	14844
   35707	 6.73697	073.68	+03.21	300.9663	+37.2648	20020+3707 	20 02 01.7	+37 07 21	 71	 7.99e-02	 8.58e-02	 3.49e-01	14844
   35687	 6.82043	073.70	+03.48	300.6938	+37.4295	20009+3717 	20 00 56.7	+37 17 18	 71	 2.37e-01	 8.58e-02	 3.49e-01	14844
   35702	 6.74311	073.71	+03.31	300.8839	+37.3461	20017+3712 	20 01 42.1	+37 12 15	 71	 7.99e-02	 8.58e-02	 9.88e-01	14844
   35710	 6.69731	073.72	+03.20	301.0011	+37.2941	20021+3709 	20 02 10.1	+37 09 06	 71	 7.96e-02	 1.05e-01	 3.49e-01	14844
   35679	 6.87238	073.74	+03.68	300.5063	+37.5623	20002+3725 	20 00 12.0	+37 25 19	 71	 2.12e+01	 1.57e+01	 2.83e+00	14844
   35665	 6.91600	073.78	+03.87	300.3309	+37.7046	19595+3733 	19 59 30.2	+37 33 54	 71	 7.99e-02	 1.38e-01	 3.49e-01	14844
   35705	 6.66385	073.81	+03.33	300.9267	+37.4360	20018+3717 	20 01 52.5	+37 17 38	 71	 9.53e-02	 1.57e-01	 3.49e-01	14844
   35681	 6.80146	073.82	+03.68	300.5530	+37.6367	20003+3729 	20 00 23.3	+37 29 46	 71	 8.75e+00	 4.34e+00	 3.49e-01	14844
   35693	 6.70136	073.84	+03.48	300.7774	+37.5448	20012+3724 	20 01 16.9	+37 24 12	 71	 2.64e-01	 8.58e-02	 3.49e-01	14844
   35670	 6.84269	073.87	+03.87	300.3859	+37.7749	19597+3738 	19 59 43.5	+37 38 06	 71	 7.99e-02	 2.78e-01	 2.78e+00	14844
   35682	 6.74453	073.89	+03.69	300.5872	+37.7010	20005+3733 	20 00 31.6	+37 33 37	 71	 7.99e-02	 8.58e-02	 2.60e+00	14844
   35692	 6.67346	073.89	+03.53	300.7611	+37.6159	20012+3728 	20 01 13.1	+37 28 28	 71	 6.02e+00	 4.04e+00	 3.49e-01	14844
   35666	 6.83237	073.92	+03.94	300.3390	+37.8591	19595+3743 	19 59 32.4	+37 43 10	 71	 8.17e-02	 1.14e-01	 6.53e-01	14844
   35691	 6.64493	073.94	+03.57	300.7552	+37.6761	20011+3732 	20 01 11.8	+37 32 05	 71	 7.99e-02	 8.58e-02	 4.44e+00	14844
   35664	 6.81488	073.96	+03.98	300.3266	+37.9118	19594+3746 	19 59 29.5	+37 46 20	 71	 1.99e-01	 1.64e-01	 3.49e-01	14844
   35703	 6.54083	074.01	+03.48	300.9004	+37.6895	20017+3732 	20 01 46.6	+37 32 51	 71	 7.99e-02	 6.91e-01	 3.49e-01	14844
   35672	 6.75023	074.01	+03.94	300.4053	+37.9333	19598+3747 	19 59 48.4	+37 47 36	 71	 7.99e-02	 8.58e-02	 1.11e+00	14844
   35661	 6.79076	074.01	+04.03	300.3128	+37.9809	19594+3750 	19 59 26.3	+37 50 29	 71	 1.86e-01	 8.58e-02	 3.49e-01	14844
   35698	 6.54135	074.05	+03.55	300.8432	+37.7601	20015+3737 	20 01 33.0	+37 37 06	 71	 2.09e-01	 2.38e-01	 2.86e+00	14844
   35686	 6.60191	074.06	+03.71	300.6831	+37.8511	20009+3742 	20 00 54.8	+37 42 36	 71	 1.56e-01	 8.58e-02	 3.49e-01	14844
   35663	 6.74661	074.08	+04.06	300.3218	+38.0601	19594+3755 	19 59 28.6	+37 55 14	 71	 1.28e-01	 8.58e-02	 3.49e-01	14844
   35660	 6.74212	074.11	+04.09	300.3036	+38.0965	19594+3757 	19 59 24.3	+37 57 25	 71	 7.93e-02	 8.58e-02	 3.49e-01	14844
   35694	 6.52760	074.11	+03.66	300.7769	+37.8721	20012+3743 	20 01 17.3	+37 43 50	 71	 7.99e-02	 8.58e-02	 9.84e-01	14844
   35658	 6.78396	074.13	+04.21	300.1929	+38.1729	19589+3802 	19 58 57.9	+38 02 02	 71	 1.54e-01	 8.58e-02	 3.49e-01	14844
   35662	 6.72165	074.13	+04.10	300.3164	+38.1212	19594+3758 	19 59 27.4	+37 58 54	 71	 7.99e-02	 8.58e-02	 1.48e+00	14844
   35673	 6.66756	074.13	+03.99	300.4324	+38.0653	19599+3755 	19 59 55.1	+37 55 31	 71	 7.99e-02	 8.58e-02	 1.09e+00	14844
   35668	 6.67964	074.18	+04.09	300.3512	+38.1594	19595+3801 	19 59 35.8	+38 01 11	 71	 1.32e-01	 8.58e-02	 3.49e-01	14844
   35669	 6.64401	074.23	+04.11	300.3663	+38.2139	19596+3804 	19 59 39.5	+38 04 27	 71	 7.99e-02	 8.58e-02	 1.90e+00	14844
   35685	 6.49800	074.24	+03.82	300.6796	+38.0636	20009+3755 	20 00 54.3	+37 55 21	 71	 7.99e-02	 8.58e-02	 3.49e-01	14844
   35684	 6.50840	074.24	+03.85	300.6553	+38.0765	20008+3756 	20 00 48.5	+37 56 08	 71	 1.18e-01	 1.79e-01	 3.49e-01	14844
   35676	 6.57537	074.26	+04.02	300.4851	+38.1833	20001+3802 	20 00 07.9	+38 02 35	 71	 7.99e-02	 1.01e-01	 3.49e-01	14844
   35659	 6.71030	074.27	+04.29	300.1943	+38.3357	19589+3811 	19 58 58.5	+38 11 48	 71	 7.99e-02	 8.58e-02	 1.47e+00	14844
   35667	 6.58219	074.38	+04.23	300.3387	+38.3958	19595+3815 	19 59 33.2	+38 15 22	 71	 6.17e-01	 8.58e-02	 3.49e-01	14844
   35675	 6.52154	074.38	+04.12	300.4594	+38.3407	20000+3812 	20 00 02.0	+38 12 02	 71	 7.99e-02	 1.69e-01	 1.97e+00	14844
   35678	 6.49438	074.41	+04.11	300.4872	+38.3578	20001+3813 	20 00 08.7	+38 13 03	 71	 7.99e-02	 8.58e-02	 3.49e-01	14844
   35671	 6.52858	074.44	+04.22	300.3873	+38.4404	19597+3818 	19 59 44.9	+38 18 02	 71	 9.76e-02	 8.58e-02	 6.86e-01	14844
   36553	 4.64988	075.39	-00.36	305.8671	+36.7191	20215+3633 	20 21 34.7	+36 33 25	 58	 1.66e-01	 6.63e-01	 1.91e+00	 3895
   36547	 4.60091	075.41	-00.24	305.7676	+36.8059	20211+3638 	20 21 11.0	+36 38 39	 58	 8.58e-01	 1.19e+00	 1.91e+00	 3895
   36544	 4.59137	075.42	-00.21	305.7445	+36.8245	20210+3639 	20 21 05.5	+36 39 46	 58	 1.66e-01	 2.02e-01	 1.91e+00	 3895
   36551	 4.60776	075.42	-00.30	305.8367	+36.7748	20214+3636 	20 21 27.5	+36 36 46	 58	 7.43e-01	 1.01e+00	 1.19e+01	 3895
   35428	 6.39596	075.42	+05.22	299.9461	+39.8028	19580+3939 	19 58 01.5	+39 39 53	 84	 7.78e-02	 8.76e-02	 4.75e-01	 2072
   36560	 4.64554	075.44	-00.54	306.0950	+36.6531	20224+3629 	20 22 29.2	+36 29 24	 58	 1.66e-01	 2.02e-01	 6.74e+00	 3895
   36538	 4.53047	075.45	-00.06	305.6160	+36.9387	20205+3646 	20 20 34.9	+36 46 39	 58	 2.63e-01	 2.02e-01	 2.29e+00	 3895
   36563	 4.64389	075.46	-00.62	306.1866	+36.6287	20228+3627 	20 22 51.1	+36 27 55	 58	 2.44e-01	 2.02e-01	 1.91e+00	 3895
   36548	 4.53661	075.47	-00.22	305.7948	+36.8666	20212+3642 	20 21 17.6	+36 42 17	 58	 6.96e+00	 2.85e+00	 1.91e+00	 3895
   36542	 4.51771	075.48	-00.15	305.7197	+36.9141	20209+3645 	20 20 59.7	+36 45 09	 58	 5.41e-01	 2.02e-01	 1.91e+00	 3895
   35440	 6.25496	075.48	+05.08	300.1408	+39.7841	19588+3938 	19 58 48.1	+39 38 43	 84	 7.57e-01	 8.76e-02	 2.04e-01	 2072
   36562	 4.57483	075.50	-00.52	306.1222	+36.7204	20225+3633 	20 22 35.8	+36 33 26	 58	 4.08e-01	 2.02e-01	 1.91e+00	 3895
   35431	 6.32677	075.51	+05.21	300.0165	+39.8753	19583+3944 	19 58 18.5	+39 44 13	 84	 7.78e-02	 1.30e-01	 1.04e+00	 2072
   36559	 4.54362	075.51	-00.44	306.0463	+36.7765	20222+3636 	20 22 17.7	+36 36 49	 58	 1.00e+00	 2.02e-01	 2.10e+01	 3895
   36532	 4.43546	075.52	+00.10	305.4923	+37.0940	20200+3656 	20 20 05.5	+36 56 00	 58	 1.66e-01	 2.02e-01	 5.45e+00	 3895
   35416	 6.47132	075.54	+05.44	299.7838	+40.0171	19573+3952 	19 57 23.0	+39 52 47	 84	 7.78e-02	 8.76e-02	 2.04e-01	 2072
   36537	 4.40754	075.56	+00.04	305.5875	+37.0866	20204+3655 	20 20 28.3	+36 55 32	 58	 1.44e+00	 1.08e+00	 1.91e+00	 3895
   36524	 4.36930	075.57	+00.23	305.3985	+37.2092	20197+3702 	20 19 43.2	+37 02 56	 58	 1.26e+00	 1.13e+01	 7.72e+01	 3895
   35454	 6.16490	075.58	+05.05	300.2401	+39.8521	19592+3942 	19 59 12.0	+39 42 46	 84	 7.78e-02	 8.76e-02	 2.04e-01	 2072
   36557	 4.44711	075.58	-00.31	305.9565	+36.9089	20219+3644 	20 21 56.4	+36 44 47	 58	 1.66e-01	 2.02e-01	 5.08e+00	 3895
   35406	 6.15029	075.59	+05.04	300.2605	+39.8491	19592+3942 	19 59 16.9	+39 42 35	 76	 8.08e-02	 9.23e-02	 2.09e-01	 2912
   36561	 4.44816	075.61	-00.44	306.1126	+36.8584	20225+3641 	20 22 33.7	+36 41 43	 58	 6.00e-01	 9.48e-01	 1.26e+01	 3895
   36558	 4.40891	075.62	-00.29	305.9671	+36.9467	20219+3647 	20 21 59.0	+36 47 03	 58	 2.51e+00	 1.50e+00	 1.91e+00	 3895
   36552	 4.37415	075.63	-00.17	305.8510	+37.0243	20215+3651 	20 21 31.3	+36 51 44	 58	 1.66e-01	 5.99e-01	 1.91e+00	 3895
   36534	 4.31604	075.64	+00.13	305.5551	+37.2026	20203+3702 	20 20 20.7	+37 02 30	 58	 1.66e-01	 1.42e+00	 1.91e+00	 3895
   36535	 4.31094	075.65	+00.11	305.5735	+37.2007	20204+3702 	20 20 25.1	+37 02 23	 58	 1.66e-01	 2.02e-01	 2.29e+01	 3895
   36536	 4.29494	075.66	+00.12	305.5801	+37.2160	20204+3703 	20 20 26.7	+37 03 18	 58	 1.49e+00	 2.02e-01	 1.91e+00	 3895
   35435	 6.27398	075.67	+05.29	300.0382	+40.0493	19584+3954 	19 58 24.0	+39 54 39	 84	 8.74e-02	 8.76e-02	 2.04e-01	 2072
   36519	 4.24043	075.69	+00.43	305.2715	+37.4170	20192+3715 	20 19 13.1	+37 15 26	 58	 1.66e-01	 8.93e-01	 1.91e+00	 3895
   36531	 4.25622	075.69	+00.22	305.4881	+37.2990	20200+3708 	20 20 04.8	+37 08 18	 58	 1.92e+00	 1.29e+00	 1.91e+00	 3895
   36520	 4.23844	075.69	+00.40	305.3083	+37.4016	20193+3714 	20 19 21.9	+37 14 30	 58	 8.35e-01	 2.02e-01	 1.91e+00	 3895
   35348	 6.53972	075.70	+05.67	299.6312	+40.2767	19567+4008 	19 56 46.9	+40 08 24	 89	 2.11e-01	 6.01e-02	 1.24e-01	13230
   35342	 6.60203	075.70	+05.76	299.5394	+40.3208	19564+4011 	19 56 25.0	+40 11 04	 89	 1.04e-01	 6.01e-02	 1.24e-01	13230
   36543	 4.26763	075.71	-00.01	305.7406	+37.1825	20210+3701 	20 21 05.1	+37 01 15	 58	 2.37e-01	 2.02e-01	 1.91e+00	 3895
   36554	 4.28945	075.71	-00.14	305.8764	+37.1080	20216+3656 	20 21 37.5	+36 56 45	 58	 3.27e-01	 3.87e-01	 1.91e+00	 3895
   36550	 4.27722	075.71	-00.09	305.8244	+37.1403	20214+3658 	20 21 25.1	+36 58 42	 58	 1.66e-01	 2.02e-01	 1.33e+01	 3895
   35457	 6.09308	075.72	+05.08	300.2980	+39.9812	19594+3950 	19 59 26.1	+39 50 30	 84	 7.78e-02	 8.76e-02	 8.72e-01	 2072
   36512	 4.17239	075.75	+00.62	305.1181	+37.5759	20186+3725 	20 18 36.6	+37 25 00	 58	 1.66e-01	 2.02e-01	 2.65e+00	 3895
   36527	 4.17650	075.76	+00.34	305.4138	+37.4240	20197+3715 	20 19 47.2	+37 15 49	 58	 6.93e+01	 2.02e-01	 5.42e+03	 3895
   35451	 6.13586	075.76	+05.18	300.2172	+40.0686	19591+3955 	19 59 06.9	+39 55 46	 84	 7.78e-02	 8.76e-02	 9.81e-01	 2072
   36545	 4.20990	075.76	+00.03	305.7436	+37.2456	20210+3705 	20 21 05.9	+37 05 02	 58	 2.51e-01	 2.02e-01	 1.91e+00	 3895
   35403	 6.11900	075.76	+05.16	300.2415	+40.0618	19592+3955 	19 59 12.7	+39 55 21	 76	 1.36e-01	 9.23e-02	 2.09e-01	 2912
   35347	 6.53283	075.77	+05.72	299.6248	+40.3534	19567+4013 	19 56 45.5	+40 13 00	 89	 1.48e-01	 6.01e-02	 1.24e-01	13230
   35402	 6.12231	075.77	+05.17	300.2343	+40.0723	19591+3955 	19 59 11.0	+39 55 59	 76	 8.08e-02	 9.23e-02	 1.05e+00	 2912
   36517	 4.15451	075.77	+00.50	305.2620	+37.5228	20191+3721 	20 19 11.0	+37 21 47	 58	 5.92e-01	 2.02e-01	 1.91e+00	 3895
   36541	 4.19025	075.77	+00.10	305.6794	+37.2931	20208+3707 	20 20 50.6	+37 07 54	 58	 8.81e-01	 2.02e-01	 1.91e+00	 3895
   36529	 4.15504	075.78	+00.34	305.4367	+37.4383	20198+3716 	20 19 52.7	+37 16 40	 58	 1.66e-01	 4.65e+02	 1.91e+00	 3895
   35456	 6.09012	075.78	+05.14	300.2778	+40.0703	19593+3955 	19 59 21.4	+39 55 51	 84	 1.16e-01	 8.76e-02	 2.04e-01	 2072
   35432	 6.25932	075.78	+05.37	300.0230	+40.1895	19583+4003 	19 58 20.6	+40 03 04	 84	 4.69e-01	 1.97e-01	 2.04e-01	 2072
   36518	 4.12231	075.80	+00.52	305.2677	+37.5581	20192+3723 	20 19 12.4	+37 23 54	 58	 1.66e-01	 1.45e+00	 1.91e+00	 3895
