#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2125
#Name: II/125
#Title:	IRAS catalogue of Point Sources, Version 2.0 (IPAC 1986)
#Table	II_125_main:
#Name: II/125/main
#Title:	IRAS Point Sources
#Coosys	B1950_1983.500:	eq_FK4 1950_1983.500
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.8, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS source name        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Hours RA, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Degrees Dec, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_DEC_MAIN]
#Column	Fnu_12	(E9.2)	Average non-color corrected flux density, 12um	[ucd=PHOT_FLUX_IR_12]
#Column	Fnu_25	(E9.2)	Average non-color corrected flux density, 25um	[ucd=PHOT_FLUX_IR_25]
#Column	Fnu_60	(E9.2)	Average non-color corrected flux density, 60um	[ucd=PHOT_FLUX_IR_60]
#Column	Fnu_100	(E9.2)	Average non-color corrected flux density, 100um	[ucd=PHOT_FLUX_IR_100]
#Column	FQual_12	(I1)	Flux density quality, 12um	[ucd=CODE_QUALITY]
#Column	FQual_25	(I1)	Flux density quality, 25um	[ucd=CODE_QUALITY]
#Column	FQual_60	(I1)	Flux density quality, 60um	[ucd=CODE_QUALITY]
#Column	FQual_100	(I1)	Flux density quality, 100um	[ucd=CODE_QUALITY]
#Column	NLRS	(I2)	Number of significant LRS spectra        (link)	[ucd=NUMBER]
#Column	NID	(I2)	Number of positional associations        (link)	[ucd=NUMBER]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	Fnu_12	Fnu_25	Fnu_60	Fnu_100	FQual_12	FQual_25	FQual_60	FQual_100	NLRS	NID
  215925	 9.59110	070.42	-00.61	302.7427	+32.4584	20090+3218 	20 09 00.2	+32 18 32	 5.55e-01	 4.81e-01	 5.99e+00	 3.37e+01	3	1	1	1	 0	 0
  215101	 9.51959	070.42	+00.12	302.0180	+32.8563	20061+3242 	20 06 07.1	+32 42 35	 2.59e+00	 1.52e+00	 5.60e+00	 5.53e+01	3	3	1	1	 0	 0
  212494	 9.63894	070.42	+02.30	299.8049	+34.0185	19573+3352 	19 57 18.5	+33 52 52	 4.01e-01	 2.87e-01	 1.69e+00	 1.59e+01	1	1	2	3	 0	 0
  215209	 9.52421	070.42	+00.03	302.1059	+32.8097	20064+3239 	20 06 28.1	+32 39 46	 3.27e-01	 3.71e-01	 3.43e+00	 1.94e+01	1	1	1	3	 0	 0
  217178	 9.79548	070.42	-01.71	303.8284	+31.8540	20133+3141 	20 13 19.5	+31 42 00	 4.19e-01	 3.03e-01	 6.38e+00	 4.58e+01	3	1	1	1	 0	 0
  213114	 9.56415	070.42	+01.79	300.3232	+33.7570	19593+3337 	19 59 22.3	+33 37 03	 5.10e-01	 2.20e-01	 1.30e+01	 5.70e+01	1	2	2	3	 0	 0
  215428	 9.53177	070.43	-00.17	302.3110	+32.7078	20072+3233 	20 07 17.1	+32 33 36	 3.57e-01	 8.24e-01	 6.15e+00	 6.22e+01	3	3	3	1	 0	 0
  217511	 9.86381	070.43	-02.01	304.1239	+31.6951	20145+3132 	20 14 30.1	+31 32 24	 3.60e-01	 2.50e-01	 5.88e+00	 5.85e+01	3	1	1	1	 0	 1
  216165	 9.60114	070.43	-00.78	302.9218	+32.3767	20097+3213 	20 09 43.0	+32 13 35	 2.95e-01	 2.50e-01	 1.39e+00	 3.28e+01	1	1	3	1	 0	 1
  217403	 9.82952	070.43	-01.91	304.0288	+31.7584	20141+3136 	20 14 07.4	+31 36 13	 8.79e-01	 6.25e-01	 5.18e+00	 6.66e+01	3	1	1	1	 0	 1
  214563	 9.48679	070.43	+00.60	301.5443	+33.1307	20042+3259 	20 04 14.0	+32 59 10	 1.49e+00	 4.40e+00	 1.89e+00	 4.15e+01	3	3	3	1	 0	 1
  217821	 9.93836	070.44	-02.30	304.4170	+31.5383	20156+3122 	20 15 40.1	+31 22 55	 1.06e+00	 5.45e-01	 7.52e-01	 3.85e+01	3	3	1	1	 0	 0
  212294	 9.65085	070.44	+02.49	299.6197	+34.1391	19565+3400 	19 56 34.3	+34 00 09	 2.69e+00	 1.49e+00	 3.80e+00	 5.42e+01	3	3	1	1	 0	 0
  216916	 9.71221	070.44	-01.46	303.5971	+32.0158	20124+3151 	20 12 24.3	+31 51 46	 3.69e-01	 3.87e-01	 3.72e+00	 6.74e+01	2	2	3	1	 0	 1
  212628	 9.59461	070.45	+02.20	299.9257	+33.9904	19577+3351 	19 57 47.4	+33 51 09	 9.79e-01	 4.09e-01	 5.51e+00	 6.12e+01	3	3	1	1	 0	 2
  212140	 9.66680	070.45	+02.62	299.4923	+34.2141	19560+3404 	19 56 03.9	+34 04 41	 1.25e+00	 5.44e-01	 5.23e+00	 6.27e+01	3	3	1	1	 0	 0
  213133	 9.53120	070.45	+01.80	300.3434	+33.7857	19594+3338 	19 59 27.2	+33 38 46	 4.67e-01	 4.57e-01	 4.98e+00	 6.79e+01	3	3	1	1	 0	 1
  215756	 9.52983	070.45	-00.43	302.5871	+32.5906	20083+3226 	20 08 23.1	+32 26 30	 9.50e-01	 7.45e-01	 7.96e+00	 9.36e+01	3	3	1	1	 0	 0
  216757	 9.66890	070.46	-01.31	303.4588	+32.1083	20118+3157 	20 11 51.3	+31 57 21	 5.85e-01	 3.86e-01	 5.00e+00	 4.78e+01	3	3	1	1	 0	 2
  215702	 9.51862	070.46	-00.38	302.5435	+32.6215	20082+3228 	20 08 12.7	+32 28 22	 5.30e+01	 3.05e+01	 5.11e+00	 7.82e+01	3	3	3	1	 2	 0
  214859	 9.45898	070.47	+00.36	301.8007	+33.0321	20052+3253 	20 05 15.3	+32 53 11	 4.75e-01	 2.07e+00	 4.87e+00	 5.82e+01	3	1	1	1	 0	 0
  216516	 9.61374	070.47	-01.08	303.2360	+32.2457	20109+3205 	20 10 58.1	+32 05 39	 5.67e+01	 3.38e+01	 6.12e+00	 2.89e+01	3	3	3	1	 4	 6
  213896	 9.46046	070.47	+01.16	300.9985	+33.4654	20020+3319 	20 02 03.7	+33 19 23	 1.26e+00	 4.91e-01	 5.57e+00	 5.33e+01	3	3	1	1	 0	 0
  217446	 9.78579	070.48	-01.91	304.0633	+31.7946	20142+3138 	20 14 15.7	+31 38 23	 1.32e+00	 8.00e-01	 4.10e+00	 6.70e+01	3	3	1	1	 0	 2
  216979	 9.67962	070.48	-01.48	303.6475	+32.0343	20126+3152 	20 12 36.4	+31 52 52	 7.37e-01	 3.43e-01	 4.85e+00	 2.71e+01	1	3	1	1	 0	 0
  217742	 9.85479	070.49	-02.19	304.3358	+31.6468	20153+3129 	20 15 20.8	+31 29 27	 3.90e-01	 2.50e-01	 1.03e+00	 2.25e+01	1	1	3	1	 0	 0
  215287	 9.45329	070.49	+00.01	302.1757	+32.8583	20067+3242 	20 06 44.9	+32 42 40	 5.48e-01	 3.19e-01	 3.55e+00	 6.41e+01	3	3	1	1	 0	 0
  217287	 9.73424	070.49	-01.76	303.9254	+31.8896	20137+3144 	20 13 42.8	+31 44 07	 5.35e-01	 3.46e-01	 4.94e+00	 3.95e+01	3	3	1	1	 0	 1
  217096	 9.68809	070.50	-01.58	303.7554	+31.9909	20130+3150 	20 13 02.2	+31 50 14	 2.59e-01	 1.81e-01	 6.08e+00	 7.31e+01	1	3	1	1	 0	 0
  217059	 9.67375	070.50	-01.54	303.7164	+32.0185	20128+3151 	20 12 52.9	+31 51 54	 5.06e-01	 1.86e+00	 7.94e+00	 7.43e+01	3	3	2	1	 0	 1
  214426	 9.41371	070.51	+00.75	301.4412	+33.2722	20038+3307 	20 03 49.5	+33 07 41	 7.03e-01	 8.51e-01	 4.01e+00	 5.68e+01	3	1	1	1	 0	 0
  216143	 9.51369	070.51	-00.72	302.9075	+32.4785	20096+3219 	20 09 39.7	+32 19 42	 9.90e-01	 2.95e-01	 1.20e+00	 9.96e+00	1	1	1	3	 0	 0
  214586	 9.40517	070.52	+00.63	301.5643	+33.2166	20043+3304 	20 04 18.9	+33 04 19	 7.48e-01	 7.33e-01	 5.18e+00	 6.83e+01	3	1	1	1	 0	 0
  215371	 9.43254	070.52	-00.05	302.2513	+32.8473	20070+3241 	20 07 03.0	+32 41 59	 9.19e-01	 2.48e-01	 6.19e+00	 7.90e+01	3	2	1	1	 0	 0
  212999	 9.48752	070.52	+01.95	300.2241	+33.9222	19589+3346 	19 58 58.8	+33 46 59	 5.93e-01	 3.31e-01	 5.28e+00	 7.46e+01	3	1	1	1	 0	 0
  215667	 9.44915	070.52	-00.31	302.5142	+32.7119	20080+3233 	20 08 05.8	+32 33 48	 3.09e-01	 2.55e-01	 1.90e+00	 5.04e+01	1	1	3	1	 0	 0
  212244	 9.58426	070.53	+02.58	299.5818	+34.2581	19564+3407 	19 56 25.4	+34 07 18	 7.28e-01	 2.82e-01	 4.06e+00	 5.56e+01	3	3	1	1	 0	 0
  216709	 9.56433	070.54	-01.21	303.4172	+32.2353	20116+3204 	20 11 41.5	+32 04 59	 7.01e-01	 2.98e-01	 5.02e+00	 3.45e+01	3	3	1	1	 0	 1
  217660	 9.76220	070.55	-02.07	304.2621	+31.7638	20150+3136 	20 15 03.3	+31 36 29	 3.15e-01	 2.04e-01	 3.67e+00	 4.68e+01	3	2	1	1	 0	 0
  218250	 9.94385	070.55	-02.67	304.8433	+31.4297	20173+3116 	20 17 22.1	+31 16 18	 5.63e-01	 2.34e-01	 1.18e+00	 6.97e+01	3	3	1	1	 0	 0
  216827	 9.57679	070.55	-01.31	303.5197	+32.1869	20120+3202 	20 12 06.0	+32 02 03	 2.50e-01	 2.50e-01	 1.94e+00	 1.20e+01	1	1	3	2	 0	 0
  214380	 9.37089	070.55	+00.82	301.3957	+33.3482	20036+3312 	20 03 38.7	+33 12 15	 6.88e-01	 4.47e-01	 3.99e+00	 4.18e+01	3	3	1	1	 0	 0
  217120	 9.63020	070.55	-01.57	303.7722	+32.0473	20131+3153 	20 13 06.3	+31 53 37	 2.50e-01	 4.88e-01	 6.16e+00	 6.43e+01	1	3	1	1	 0	 0
  214270	 9.36996	070.55	+00.91	301.3032	+33.4006	20032+3315 	20 03 16.6	+33 15 25	 1.15e+01	 1.17e+01	 3.65e+00	 5.09e+01	3	3	3	1	 0	 0
  217930	 9.82999	070.56	-02.33	304.5225	+31.6245	20160+3128 	20 16 05.5	+31 28 04	 3.89e-01	 2.50e-01	 7.56e-01	 2.05e+01	1	1	3	1	 0	 0
  217053	 9.60727	070.56	-01.50	303.7085	+32.0921	20128+3156 	20 12 51.1	+31 56 19	 3.22e-01	 3.94e-01	 4.47e+00	 4.94e+01	1	3	2	1	 0	 0
  213934	 9.37457	070.56	+01.20	301.0218	+33.5569	20021+3324 	20 02 09.4	+33 24 52	 1.38e+00	 5.62e-01	 5.63e+00	 5.39e+01	3	3	1	1	 0	 0
  213103	 9.43687	070.56	+01.89	300.3121	+33.9278	19593+3347 	19 59 19.9	+33 47 18	 1.56e+01	 4.64e+00	 1.58e+00	 8.27e+01	3	3	2	1	 2	 6
  215275	 9.37043	070.57	+00.06	302.1680	+32.9566	20067+3248 	20 06 43.2	+32 48 34	 2.82e-01	 4.21e-01	 3.64e+00	 7.60e+01	1	1	3	1	 0	 0
  210409	 9.95741	070.58	+04.14	297.9906	+35.1055	19500+3458 	19 50 05.4	+34 58 33	 2.84e-01	 2.50e-01	 6.37e-01	 4.85e+00	2	3	1	1	 0	 0
  212199	 9.54395	070.58	+02.65	299.5454	+34.3412	19562+3412 	19 56 16.8	+34 12 18	 4.93e-01	 2.57e-01	 3.89e+00	 6.46e+01	3	1	1	1	 0	 0
  214716	 9.33741	070.58	+00.57	301.6693	+33.2415	20047+3305 	20 04 44.1	+33 05 47	 4.95e+00	 4.49e+00	 2.38e+00	 4.02e+01	3	3	3	1	 0	 1
  213636	 9.36462	070.59	+01.45	300.7791	+33.7164	20011+3334 	20 01 11.5	+33 34 30	 2.74e-01	 2.84e-01	 4.53e+00	 9.25e+01	3	1	1	1	 0	 1
  213541	 9.37158	070.59	+01.53	300.6958	+33.7600	20008+3337 	20 00 51.6	+33 37 08	 5.15e-01	 7.98e-01	 4.09e+00	 5.37e+01	3	3	1	1	 0	 1
  212941	 9.42986	070.59	+02.04	300.1779	+34.0289	19587+3353 	19 58 47.9	+33 53 24	 5.14e+00	 6.71e+00	 5.19e+00	 6.01e+01	3	3	1	1	 0	 1
  215429	 9.36079	070.59	-00.06	302.3099	+32.9022	20072+3245 	20 07 17.1	+32 45 16	 3.30e-01	 4.38e-01	 4.07e+00	 3.61e+01	2	1	1	3	 0	 0
  214914	 9.33504	070.59	+00.40	301.8447	+33.1545	20054+3300 	20 05 26.0	+33 00 31	 9.75e-01	 9.12e-01	 2.13e+00	 5.53e+01	1	1	3	1	 0	 0
  215234	 9.33816	070.60	+00.12	302.1302	+33.0115	20065+3251 	20 06 34.2	+32 51 52	 4.88e-01	 4.58e-01	 1.43e+01	 7.23e+01	3	3	1	2	 0	 1
  213700	 9.34573	070.60	+01.41	300.8347	+33.7056	20014+3333 	20 01 24.8	+33 33 50	 1.70e+00	 8.29e-01	 1.57e+00	 8.67e+01	1	1	3	1	 0	 0
  217661	 9.69278	070.61	-02.03	304.2617	+31.8368	20150+3140 	20 15 03.3	+31 40 52	 3.92e-01	 2.50e-01	 1.46e+00	 2.18e+01	1	1	3	1	 0	 0
  216125	 9.40256	070.61	-00.64	302.8955	+32.6060	20096+3227 	20 09 37.0	+32 27 21	 6.74e-01	 2.91e-01	 5.82e+00	 1.08e+02	3	1	1	1	 0	 0
  214405	 9.31102	070.61	+00.84	301.4183	+33.4074	20037+3315 	20 03 44.2	+33 15 48	 7.68e-01	 3.79e-01	 4.33e+00	 3.71e+01	3	3	1	1	 0	 0
  217400	 9.62101	070.62	-01.78	304.0230	+31.9806	20141+3149 	20 14 06.3	+31 49 33	 3.65e-01	 1.90e-01	 2.92e+00	 3.66e+01	1	2	3	1	 0	 0
  215905	 9.36804	070.62	-00.46	302.7296	+32.7117	20089+3233 	20 08 57.4	+32 33 44	 2.38e+00	 1.25e+00	 5.19e+00	 9.11e+01	3	3	1	1	 0	 0
  213637	 9.33035	070.62	+01.47	300.7801	+33.7587	20011+3337 	20 01 11.8	+33 37 02	 1.05e+00	 4.53e-01	 3.70e+00	 5.69e+01	3	3	1	1	 0	 0
  214298	 9.29900	070.63	+00.94	301.3227	+33.4751	20033+3319 	20 03 21.4	+33 19 53	 5.53e+00	 2.30e+00	 4.12e+00	 4.08e+01	3	3	1	1	 0	 0
  210373	 9.93075	070.63	+04.19	297.9663	+35.1720	19499+3502 	19 49 59.7	+35 02 33	 4.41e-01	 2.50e-01	 1.38e+00	 7.74e+00	1	1	3	1	 0	 0
  218511	 9.93749	070.63	-02.86	305.0785	+31.3851	20183+3113 	20 18 18.4	+31 13 34	 1.87e+00	 1.05e+00	 5.29e-01	 4.50e+01	3	3	1	1	 0	 0
  213076	 9.37437	070.63	+01.96	300.2915	+34.0227	19592+3352 	19 59 15.1	+33 53 00	 8.91e-01	 6.13e-01	 4.51e+00	 8.31e+01	3	3	1	1	 0	 1
  216306	 9.39623	070.64	-00.77	303.0402	+32.5563	20101+3224 	20 10 11.6	+32 24 20	 3.13e+00	 1.94e+00	 5.13e+00	 8.21e+01	3	3	1	1	 0	 0
  217899	 9.72889	070.64	-02.25	304.4943	+31.7372	20159+3134 	20 15 58.9	+31 34 50	 2.07e+01	 1.11e+01	 2.59e+00	 6.97e+01	3	3	3	1	 3	 0
  214647	 9.28246	070.64	+00.66	301.6178	+33.3335	20045+3311 	20 04 31.9	+33 11 19	 3.04e+00	 9.27e-01	 4.30e+00	 4.45e+01	3	3	1	1	 0	 2
  217960	 9.74552	070.64	-02.30	304.5508	+31.7055	20162+3132 	20 16 12.4	+31 32 55	 8.64e-01	 3.86e-01	 6.86e+00	 7.30e+01	3	3	1	1	 0	 0
  214600	 9.28069	070.64	+00.69	301.5814	+33.3550	20043+3312 	20 04 23.2	+33 12 37	 1.18e+00	 8.37e-01	 4.32e+00	 6.91e+01	3	3	1	1	 0	 2
  210722	 9.82953	070.64	+03.93	298.2463	+35.0538	19511+3455 	19 51 06.6	+34 55 23	 2.80e-01	 2.50e-01	 9.97e-01	 2.93e+01	1	1	3	1	 0	 0
  215260	 9.29544	070.64	+00.13	302.1491	+33.0516	20066+3254 	20 06 38.8	+32 54 16	 5.64e-01	 7.38e-01	 5.87e+00	 7.59e+01	2	3	1	2	 0	 1
  213197	 9.34693	070.65	+01.86	300.3998	+33.9846	19596+3350 	19 59 41.0	+33 50 41	 1.07e+00	 4.69e-01	 3.73e+00	 6.01e+01	3	3	1	1	 0	 1
  215571	 9.30648	070.65	-00.14	302.4283	+32.9105	20077+3245 	20 07 45.5	+32 45 44	 1.29e+00	 5.53e-01	 1.25e+01	 1.58e+02	3	1	1	1	 0	 1
  213277	 9.33381	070.65	+01.79	300.4751	+33.9510	19599+3348 	19 59 59.0	+33 48 39	 5.14e-01	 3.11e-01	 3.95e+00	 4.75e+01	3	1	1	1	 0	 2
  217261	 9.54425	070.65	-01.62	303.8925	+32.1014	20135+3156 	20 13 35.2	+31 56 50	 6.36e-01	 7.64e-01	 8.02e+00	 5.57e+01	3	3	3	1	 0	 1
  218261	 9.82186	070.66	-02.60	304.8534	+31.5536	20174+3123 	20 17 24.7	+31 23 44	 1.48e+00	 2.85e-01	 9.74e-01	 1.50e+01	1	1	3	1	 0	 0
  211975	 9.52254	070.66	+02.91	299.3284	+34.5437	19554+3424 	19 55 25.1	+34 24 30	 6.04e-01	 4.39e-01	 4.21e+00	 6.61e+01	3	3	1	1	 0	 0
  215648	 9.30009	070.66	-00.20	302.4898	+32.8905	20080+3244 	20 08 00.2	+32 44 31	 2.08e+00	 2.67e+00	 4.49e+01	 1.58e+02	3	3	3	3	 0	 1
  215531	 9.29014	070.66	-00.10	302.3956	+32.9437	20076+3247 	20 07 37.7	+32 47 44	 2.56e-01	 2.92e-01	 4.39e+00	 1.58e+02	1	1	3	1	 0	 1
  214791	 9.25295	070.67	+00.56	301.7382	+33.3051	20050+3309 	20 05 00.7	+33 09 35	 1.03e+00	 3.56e-01	 3.80e+00	 5.32e+01	3	2	1	1	 0	 0
  214014	 9.26416	070.67	+01.19	301.0938	+33.6497	20024+3330 	20 02 26.8	+33 30 25	 3.33e+01	 9.48e+01	 2.58e+02	 2.60e+02	3	3	3	2	 3	 0
  218152	 9.76348	070.68	-02.49	304.7532	+31.6374	20170+3128 	20 17 00.8	+31 28 47	 2.58e-01	 2.50e-01	 1.78e+00	 9.00e+01	3	1	1	1	 0	 0
  217440	 9.55678	070.68	-01.77	304.0582	+32.0382	20142+3152 	20 14 14.8	+31 53 00	 3.01e-01	 2.43e-01	 2.92e+00	 8.93e+01	1	3	1	1	 0	 0
  215585	 9.27333	070.68	-00.14	302.4457	+32.9403	20078+3247 	20 07 49.7	+32 47 31	 2.45e+00	 1.24e+00	 4.39e+00	 1.58e+02	3	3	1	1	 0	 1
  213827	 9.25692	070.69	+01.36	300.9405	+33.7510	20018+3336 	20 01 50.2	+33 36 32	 1.74e+00	 9.97e-01	 5.38e+00	 5.06e+01	3	3	1	1	 0	 0
  216877	 9.42894	070.69	-01.26	303.5573	+32.3334	20122+3210 	20 12 15.2	+32 10 50	 8.74e-01	 2.62e-01	 3.16e+00	 6.43e+01	3	1	1	1	 0	 2
  216444	 9.35098	070.70	-00.86	303.1700	+32.5566	20107+3224 	20 10 42.7	+32 24 19	 1.20e+00	 6.35e-01	 5.96e+00	 7.70e+01	3	3	1	1	 0	 0
  217800	 9.62882	070.70	-02.10	304.3917	+31.8687	20155+3142 	20 15 34.5	+31 42 45	 4.63e+00	 2.33e+00	 2.94e+00	 6.03e+01	3	3	1	1	 0	 0
  213964	 9.23864	070.70	+01.26	301.0425	+33.7117	20022+3334 	20 02 14.6	+33 34 09	 1.57e+00	 3.00e+00	 4.70e+01	 8.29e+01	3	3	3	1	 0	 1
  215010	 9.21591	070.71	+00.39	301.9293	+33.2509	20057+3306 	20 05 46.4	+33 06 17	 2.33e+00	 9.33e-01	 2.09e+00	 6.06e+01	1	1	3	1	 0	 0
  216160	 9.28898	070.72	-00.59	302.9186	+32.7225	20097+3234 	20 09 42.7	+32 34 20	 2.55e-01	 4.90e-01	 2.04e+00	 7.16e+01	1	3	3	1	 0	 0
  211788	 9.51105	070.72	+03.09	299.1734	+34.6886	19548+3433 	19 54 48.2	+34 33 14	 6.09e-01	 3.42e-01	 1.70e+00	 1.26e+01	3	3	2	2	 0	 0
  212027	 9.46095	070.72	+02.89	299.3836	+34.5853	19556+3426 	19 55 38.4	+34 26 59	 4.13e-01	 3.52e-01	 1.66e+00	 1.38e+01	3	1	2	2	 0	 0
  211299	 9.61844	070.72	+03.50	298.7514	+34.9009	19531+3446 	19 53 07.4	+34 46 05	 4.85e-01	 2.50e-01	 3.51e+00	 4.90e+01	3	1	1	1	 0	 1
  214416	 9.19852	070.72	+00.90	301.4309	+33.5355	20037+3323 	20 03 47.4	+33 23 29	 7.27e-01	 5.84e-01	 1.88e+00	 5.71e+01	3	3	2	1	 0	 0
  218018	 9.66363	070.72	-02.31	304.6101	+31.7760	20164+3137 	20 16 26.7	+31 37 08	 3.07e-01	 2.94e-01	 9.32e-01	 8.47e+01	1	1	3	1	 0	 0
  218467	 9.80659	070.72	-02.74	305.0356	+31.5291	20181+3122 	20 18 08.3	+31 22 13	 4.85e-01	 2.50e-01	 4.60e-01	 4.94e+01	3	1	1	1	 0	 0
  215491	 9.21970	070.73	-00.03	302.3667	+33.0369	20075+3253 	20 07 30.9	+32 53 20	 5.46e-01	 4.65e-01	 4.59e+00	 9.57e+01	1	3	1	1	 0	 0
  213876	 9.21606	070.73	+01.35	300.9737	+33.7814	20019+3338 	20 01 58.2	+33 38 21	 6.66e-01	 5.72e-01	 4.18e+00	 6.69e+01	3	1	1	1	 0	 0
  215178	 9.19890	070.73	+00.26	302.0802	+33.1960	20063+3302 	20 06 22.5	+33 02 57	 1.91e+00	 1.23e+00	 1.56e+00	 1.51e+01	1	1	1	3	 0	 0
  213010	 9.28914	070.74	+02.08	300.2317	+34.1755	19590+3402 	19 59 01.0	+34 02 11	 6.21e-01	 2.57e-01	 4.76e+00	 7.96e+01	3	1	1	1	 0	 1
  210175	 9.90203	070.74	+04.40	297.8135	+35.3761	19493+3514 	19 49 23.4	+35 14 50	 4.36e-01	 2.66e-01	 6.24e-01	 6.36e+00	3	3	1	1	 0	 0
  210019	 9.94427	070.75	+04.53	297.6803	+35.4486	19488+3519 	19 48 51.6	+35 19 13	 1.09e+00	 5.90e-01	 5.01e-01	 7.12e+00	3	3	1	1	 0	 0
  214515	 9.17253	070.75	+00.83	301.5111	+33.5223	20041+3322 	20 04 06.6	+33 22 40	 4.46e-01	 8.36e-01	 5.13e+00	 4.33e+01	3	1	1	1	 0	 0
  215774	 9.21696	070.75	-00.25	302.6001	+32.9359	20084+3247 	20 08 26.7	+32 47 13	 6.05e-01	 5.44e-01	 5.85e+00	 8.16e+01	3	3	1	1	 0	 0
  218280	 9.70886	070.76	-02.55	304.8703	+31.6667	20174+3130 	20 17 28.9	+31 30 31	 1.36e+00	 5.61e-01	 1.06e+00	 5.96e+00	1	1	3	1	 0	 0
  219057	 9.97818	070.76	-03.29	305.5880	+31.2460	20203+3105 	20 20 20.3	+31 05 06	 2.74e-01	 3.27e-01	 5.11e-01	 1.48e+01	1	1	3	1	 0	 0
  217332	 9.43881	070.76	-01.62	303.9646	+32.1914	20138+3202 	20 13 52.6	+32 02 13	 6.58e-01	 4.84e-01	 4.95e+00	 7.10e+01	3	1	1	1	 0	 0
  216636	 9.30088	070.77	-00.98	303.3395	+32.5486	20113+3223 	20 11 23.3	+32 23 48	 1.15e+00	 6.09e-01	 2.28e+00	 5.29e+01	3	3	1	1	 0	 0
  216807	 9.32954	070.77	-01.15	303.5048	+32.4588	20120+3218 	20 12 02.8	+32 18 22	 1.09e+00	 5.33e-01	 1.32e+00	 5.31e+01	3	3	2	1	 0	 0
  213341	 9.21798	070.77	+01.82	300.5249	+34.0665	20001+3355 	20 00 11.1	+33 55 34	 1.72e+00	 4.27e+00	 5.54e+01	 1.33e+02	3	3	2	2	 2	 0
  218399	 9.72911	070.77	-02.65	304.9779	+31.6216	20179+3127 	20 17 54.6	+31 27 47	 4.14e-01	 2.50e-01	 5.35e-01	 6.44e+01	3	1	1	1	 0	 0
  212309	 9.36044	070.78	+02.68	299.6331	+34.5255	19566+3423 	19 56 38.1	+34 23 20	 4.52e+01	 1.08e+02	 4.90e+01	 1.99e+01	3	3	3	3	 2	 0
  217323	 9.41818	070.78	-01.60	303.9566	+32.2159	20138+3203 	20 13 50.7	+32 03 41	 1.37e+00	 9.21e-01	 2.94e+00	 5.92e+01	3	3	1	1	 0	 1
  215600	 9.16737	070.78	-00.08	302.4571	+33.0553	20078+3254 	20 07 52.6	+32 54 25	 8.08e-01	 2.13e+00	 3.47e+01	 9.57e+01	3	3	2	3	 0	 0
  217779	 9.51721	070.79	-02.01	304.3668	+31.9925	20154+3150 	20 15 28.7	+31 50 11	 7.41e-01	 2.68e-01	 1.45e+00	 2.65e+01	1	1	3	1	 0	 0
  210550	 9.76165	070.79	+04.15	298.1146	+35.2913	19505+3509 	19 50 35.4	+35 09 40	 4.02e-01	 2.50e-01	 6.02e-01	 7.51e+00	3	1	1	1	 0	 1
  211845	 9.44017	070.79	+03.09	299.2231	+34.7482	19550+3436 	19 55 00.2	+34 36 48	 4.08e+00	 2.70e+00	 4.30e+00	 4.99e+01	3	3	1	1	 0	 0
  215212	 9.13849	070.79	+00.27	302.1049	+33.2539	20064+3306 	20 06 28.5	+33 06 25	 1.18e+00	 6.33e-01	 5.70e+00	 5.58e+01	3	3	1	1	 0	 0
  215926	 9.18776	070.79	-00.36	302.7401	+32.9087	20090+3245 	20 09 00.2	+32 45 33	 1.00e+00	 8.24e-01	 6.31e+00	 6.13e+01	3	3	1	1	 0	 0
  218326	 9.68680	070.79	-02.58	304.9162	+31.6792	20176+3131 	20 17 39.9	+31 31 15	 1.14e+00	 7.01e-01	 9.89e-01	 7.89e+01	3	3	1	1	 0	 0
  217579	 9.45922	070.79	-01.82	304.1817	+32.1054	20147+3156 	20 14 44.5	+31 57 00	 2.94e-01	 2.50e-01	 5.00e+00	 3.38e+01	3	1	1	1	 0	 0
